Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2021,Nunavut,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,62,24.8
2021,Nunavut,Total,Les deux sexes,Personnes hors famille économique,62,42.2
2021,Nunavut,,Les deux sexes,Personnes non âgées hors famille économique,62,47.2
2022,Nunavut,Total,Les deux sexes,Total,62,34.5
2022,Nunavut,Moins de 18 ans,Les deux sexes,Total,62,42.4
2022,Nunavut,18 à 64 ans,Les deux sexes,Total,62,29.8
2022,Nunavut,65 ans et plus,Les deux sexes,Total,62,34.7
2022,Nunavut,Total,Les deux sexes,Personnes dans les familles économiques,62,33.8
2022,Nunavut,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,62,32.5
2022,Nunavut,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,62,42.2
2022,Nunavut,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,62,41.6
2022,Nunavut,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,62,50.5
2022,Nunavut,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,62,28.0
2022,Nunavut,Total,Les deux sexes,Personnes hors famille économique,62,41.6
2022,Nunavut,,Les deux sexes,Personnes non âgées hors famille économique,62,41.3
2023,Nunavut,Total,Les deux sexes,Total,62,32.6
2023,Nunavut,Moins de 18 ans,Les deux sexes,Total,62,39.9
2023,Nunavut,18 à 64 ans,Les deux sexes,Total,62,28.2
2023,Nunavut,65 ans et plus,Les deux sexes,Total,62,30.5
2023,Nunavut,Total,Les deux sexes,Personnes dans les familles économiques,62,32.5
2023,Nunavut,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,62,23.7
2023,Nunavut,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,62,39.9
2023,Nunavut,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,62,42.4
2023,Nunavut,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,62,27.7
2023,Nunavut,Total,Les deux sexes,Personnes hors famille économique,62,34.1
2023,Nunavut,,Les deux sexes,Personnes non âgées hors famille économique,62,31.6
2015,Ontario,Total,Les deux sexes,Total,35,15.1
2015,Ontario,Moins de 18 ans,Les deux sexes,Total,35,18.0
2015,Ontario,18 à 64 ans,Les deux sexes,Total,35,16.4
2015,Ontario,65 ans et plus,Les deux sexes,Total,35,6.1
2015,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,11.9
2015,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,2.9
2015,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,18.0
2015,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,15.0
2015,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,14.5
2015,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,11.5
2015,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,33.9
2015,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,14.9
2015,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,41.3
2016,Ontario,Total,Les deux sexes,Total,35,13.7
2016,Ontario,Moins de 18 ans,Les deux sexes,Total,35,15.2
2016,Ontario,18 à 64 ans,Les deux sexes,Total,35,15.0
2016,Ontario,65 ans et plus,Les deux sexes,Total,35,6.7
2016,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,10.4
2016,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,3.7
2016,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,15.1
2016,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,11.1
2016,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,17.0
2016,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,10.2
2016,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,32.2
2016,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,14.8
2016,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,39.2
2017,Ontario,Total,Les deux sexes,Total,35,12.3
2017,Ontario,Moins de 18 ans,Les deux sexes,Total,35,12.2
2017,Ontario,18 à 64 ans,Les deux sexes,Total,35,14.1
2017,Ontario,65 ans et plus,Les deux sexes,Total,35,5.6
2017,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,9.0
2017,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,2.8
2017,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,12.1
2017,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,9.2
2017,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,13.2
2017,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,9.3
2017,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,30.8
2017,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,13.0
2017,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,38.2
2018,Ontario,Total,Les deux sexes,Total,35,11.6
2018,Ontario,Moins de 18 ans,Les deux sexes,Total,35,11.6
2018,Ontario,18 à 64 ans,Les deux sexes,Total,35,13.2
2018,Ontario,65 ans et plus,Les deux sexes,Total,35,5.7
2018,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,8.2
2018,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,2.7
2018,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,11.3
2018,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,8.0
2018,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,13.1
2018,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,8.2
2018,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,30.7
2018,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,12.8
2018,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,38.9
2019,Ontario,Total,Les deux sexes,Total,35,10.9
2019,Ontario,Moins de 18 ans,Les deux sexes,Total,35,11.2
2019,Ontario,18 à 64 ans,Les deux sexes,Total,35,12.1
2019,Ontario,65 ans et plus,Les deux sexes,Total,35,6.1
2019,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,7.9
2019,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,3.6
2019,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,11.2
2019,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,8.6
2019,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,11.5
2019,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,7.7
2019,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,27.2
2019,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,12.1
2019,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,34.4
2020,Ontario,Total,Les deux sexes,Total,35,6.9
2020,Ontario,Moins de 18 ans,Les deux sexes,Total,35,5.6
2020,Ontario,18 à 64 ans,Les deux sexes,Total,35,8.3
2020,Ontario,65 ans et plus,Les deux sexes,Total,35,3.3
2020,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,3.8
2020,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,1.6
2020,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,5.4
2020,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,3.7
2020,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,3.7
2020,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,23.6
2020,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,7.7
2020,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,30.7
2021,Ontario,Total,Les deux sexes,Total,35,7.8
2021,Ontario,Moins de 18 ans,Les deux sexes,Total,35,6.8
2021,Ontario,18 à 64 ans,Les deux sexes,Total,35,8.9
2021,Ontario,65 ans et plus,Les deux sexes,Total,35,5.2
2021,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,4.8
2021,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,2.2
2021,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,6.4
2021,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,5.2
2021,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,3.3
2021,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,4.8
2021,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,23.6
2021,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,12.8
2021,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,28.5
2022,Ontario,Total,Les deux sexes,Total,35,11.1
2022,Ontario,Moins de 18 ans,Les deux sexes,Total,35,11.2
2022,Ontario,18 à 64 ans,Les deux sexes,Total,35,12.2
2022,Ontario,65 ans et plus,Les deux sexes,Total,35,7.0
2022,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,7.6
2022,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,3.9
2022,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,11.1
2022,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,8.4
2022,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,12.9
2022,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,7.2
2022,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,29.2
2022,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,15.0
2022,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,35.6
2023,Ontario,Total,Les deux sexes,Total,35,11.3
2023,Ontario,Moins de 18 ans,Les deux sexes,Total,35,12.0
2023,Ontario,18 à 64 ans,Les deux sexes,Total,35,12.8
2023,Ontario,65 ans et plus,Les deux sexes,Total,35,5.4
2023,Ontario,Total,Les deux sexes,Personnes dans les familles économiques,35,8.1
2023,Ontario,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,35,3.4
2023,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,35,11.9
2023,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,35,9.4
2023,Ontario,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,35,10.2
2023,Ontario,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,35,7.9
2023,Ontario,Total,Les deux sexes,Personnes hors famille économique,35,27.6
2023,Ontario,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,35,10.7
2023,Ontario,,Les deux sexes,Personnes non âgées hors famille économique,35,35.3
2015,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,13.4
2015,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,14.2
2015,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,15.0
2015,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,8.4
2015,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,14.2
2015,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.7
2015,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,35.1
2015,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,16.5
2015,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,39.3
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,10.7
2016,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,9.6
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,12.5
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,6.5
2016,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.6
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.0
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.7
2016,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,34.1
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,10.9
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,8.9
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,12.6
2017,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.8
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,6.8
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.9
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,6.0
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.4
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,28.0
2017,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,19.5
2017,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,30.6
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,11.3
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,9.9
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,13.2
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.4
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,8.1
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.8
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.1
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.2
2018,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,31.6
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,8.5
2019,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,7.5
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,9.4
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,6.1
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.1
2019,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.1
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,23.1
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.5
2019,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,24.5
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,5.6
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,7.4
2020,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,3.4
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,1.9
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,2.0
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,22.5
2020,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,5.9
2020,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,29.1
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,6.6
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,7.9
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,4.1
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,3.5
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.6
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,20.9
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.8
2021,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,24.1
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,9.1
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,7.0
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,10.8
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.4
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.1
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.6
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.9
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.4
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.0
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.3
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,12.1
2022,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,33.3
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,8.5
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,6.5
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,10.4
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,3.9
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.2
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.7
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.5
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,5.0
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.5
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,23.4
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,9.5
2023,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,28.5
2015,Provinces des Prairies,Total,Les deux sexes,Total,,10.8
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,14.4
2015,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,10.8
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.3
2015,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,8.7
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.7
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,14.3
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.8
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,25.3
2015,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2015,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,23.1
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.3
2015,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,26.7
2016,Provinces des Prairies,Total,Les deux sexes,Total,,10.7
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,12.0
2016,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,11.4
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.9
2016,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,8.3
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.2
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.9
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.9
2016,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.9
2016,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,24.6
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.3
2016,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,29.4
2017,Provinces des Prairies,Total,Les deux sexes,Total,,9.6
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,9.9
2017,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,10.7
2017,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,3.9
2017,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,7.2
2017,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.1
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.5
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,8.4
2017,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.1
2017,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,23.2
2017,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,8.3
2017,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,28.6
2018,Provinces des Prairies,Total,Les deux sexes,Total,,10.0
2018,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,10.4
2018,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,11.1
2018,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.3
2018,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,7.2
2018,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.8
2018,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,10.3
2018,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.8
2018,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,10.7
2018,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.7
2018,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,25.3
2018,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,8.0
2018,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,31.1
2019,Provinces des Prairies,Total,Les deux sexes,Total,,9.6
2019,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,9.2
2019,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,10.8
2019,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.5
2019,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,6.8
2019,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.0
2019,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.9
2019,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.0
2019,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,7.3
2019,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.7
2019,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,24.4
2019,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,8.4
2019,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,29.8
2020,Provinces des Prairies,Total,Les deux sexes,Total,,6.3
2020,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,5.2
2020,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,7.5
2020,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,2.8
2020,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,3.9
2020,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.2
2020,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,5.1
2020,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,2.8
2020,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,7.7
2020,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.9
2020,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,19.3
2020,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,6.7
2020,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,24.1
