Year,Geography,Age group,Gender,Economic family type,GeoCode,Value
2018,Canada,Under 18 years,All genders,Persons in all other economic families,,10.9
2018,Canada,18 to 64 years,All genders,Persons in economic families,,7.7
2018,Canada,18 to 64 years,Man+,Persons in economic families,,7.2
2018,Canada,18 to 64 years,Woman+,Persons in economic families,,8.2
2018,Canada,Total,All genders,Persons not in an economic family,,29.0
2018,Canada,Total,Man+,Persons not in an economic family,,30.5
2018,Canada,Total,Woman+,Persons not in an economic family,,27.6
2018,Canada,65 years and over,All genders,Seniors not in an economic family,,13.7
2018,Canada,65 years and over,Man+,Seniors not in an economic family,,15.0
2018,Canada,65 years and over,Woman+,Seniors not in an economic family,,13.1
2018,Canada,,All genders,Non-seniors not in an economic family,,35.6
2018,Canada,,Man+,Non-seniors not in an economic family,,34.5
2018,Canada,,Woman+,Non-seniors not in an economic family,,37.0
2019,Canada,Under 18 years,All genders,Total,,9.4
2019,Canada,18 to 64 years,All genders,Total,,12.1
2019,Canada,65 years and over,All genders,Total,,5.8
2019,Canada,Total,Man+,Total,,10.1
2019,Canada,Under 18 years,Man+,Total,,9.4
2019,Canada,18 to 64 years,Man+,Total,,11.6
2019,Canada,65 years and over,Man+,Total,,5.2
2019,Canada,Total,Woman+,Total,,10.8
2019,Canada,Under 18 years,Woman+,Total,,9.4
2019,Canada,18 to 64 years,Woman+,Total,,12.6
