Year,Geography,Age group,Gender,Economic family type,GeoCode,Value
2022,Alberta,Total,Man+,Persons not in an economic family,48,25.6
2022,Alberta,Total,Woman+,Persons not in an economic family,48,27.1
2022,Alberta,65 years and over,All genders,Seniors not in an economic family,48,15.2
2022,Alberta,65 years and over,Man+,Seniors not in an economic family,48,16.9
2022,Alberta,65 years and over,Woman+,Seniors not in an economic family,48,14.2
2022,Alberta,,All genders,Non-seniors not in an economic family,48,30.0
2022,Alberta,,Man+,Non-seniors not in an economic family,48,27.4
2022,Alberta,,Woman+,Non-seniors not in an economic family,48,33.3
2023,Alberta,Total,All genders,Total,48,10.0
2023,Alberta,Under 18 years,All genders,Total,48,11.7
2023,Alberta,18 to 64 years,All genders,Total,48,10.5
2023,Alberta,65 years and over,All genders,Total,48,5.2
2023,Alberta,Total,Man+,Total,48,9.8
2023,Alberta,Under 18 years,Man+,Total,48,12.6
2023,Alberta,18 to 64 years,Man+,Total,48,9.8
2023,Alberta,65 years and over,Man+,Total,48,5.0
2023,Alberta,Total,Woman+,Total,48,10.2
2023,Alberta,Under 18 years,Woman+,Total,48,10.8
2023,Alberta,18 to 64 years,Woman+,Total,48,11.3
2023,Alberta,65 years and over,Woman+,Total,48,5.4
2023,Alberta,Total,All genders,Persons in economic families,48,7.2
2023,Alberta,Total,Man+,Persons in economic families,48,7.2
2023,Alberta,Total,Woman+,Persons in economic families,48,7.3
2023,Alberta,65 years and over,All genders,Seniors in economic families,48,1.9
2023,Alberta,65 years and over,Man+,Seniors in economic families,48,1.8
2023,Alberta,65 years and over,Woman+,Seniors in economic families,48,2.1
