Year,Geography,Product category,GeoCode,Value
2019,British Columbia,Other products,59,1.8
2019,Yukon,"Total, all product categories",60,2.03
2019,Yukon,Construction materials,60,1.05
2019,Yukon,Electrical and electronic equipment,60,1.03
2019,Yukon,Packaging,60,1.34
2019,Yukon,Agriculture film,60,0.0
2019,Yukon,Textiles,60,1.23
2019,Yukon,Transportation vehicles,60,5.43
2019,Yukon,Other products,60,1.77
2019,Northwest Territories,"Total, all product categories",61,2.28
2019,Northwest Territories,Construction materials,61,1.34
2019,Northwest Territories,Electrical and electronic equipment,61,1.04
2019,Northwest Territories,Packaging,61,1.34
2019,Northwest Territories,Agriculture film,61,0.0
2019,Northwest Territories,Textiles,61,1.0
2019,Northwest Territories,Transportation vehicles,61,5.15
2019,Northwest Territories,Other products,61,1.71
2019,Nunavut,"Total, all product categories",62,2.37
2019,Nunavut,Construction materials,62,0.91
2019,Nunavut,Electrical and electronic equipment,62,1.03
2019,Nunavut,Packaging,62,1.32
2019,Nunavut,Textiles,62,1.29
2019,Nunavut,Transportation vehicles,62,4.39
2019,Nunavut,Other products,62,1.57
2019,Canadian territorial enclaves abroad,"Total, all product categories",,6.37
2019,Canadian territorial enclaves abroad,Construction materials,,5.56
2019,Canadian territorial enclaves abroad,Electrical and electronic equipment,,6.67
2019,Canadian territorial enclaves abroad,Packaging,,6.34
2019,Canadian territorial enclaves abroad,Textiles,,6.54
2019,Canadian territorial enclaves abroad,Transportation vehicles,,6.85
2019,Canadian territorial enclaves abroad,Other products,,6.42
2020,Canada,Construction materials,,1.17
2020,Canada,Electrical and electronic equipment,,1.0
2020,Canada,Electronics,,1.07
2020,Canada,Major appliances,,0.3
2020,Canada,Other electrical and electronic equipment,,1.06
2020,Canada,Packaging,,1.35
2020,Canada,Bottles,,1.36
2020,Canada,Film,,1.35
2020,Canada,Non-bottle rigid,,1.35
2020,Canada,Other packaging products,,1.35
2020,Canada,Agriculture film,,1.2
2020,Canada,Textiles,,1.09
2020,Canada,Transportation vehicles,,1.37
2020,Canada,Light-duty vehicles,,1.43
2020,Canada,Other transportation vehicles,,1.26
2020,Canada,Other products,,1.81
2020,Newfoundland and Labrador,"Total, all product categories",10,2.44
2020,Newfoundland and Labrador,Construction materials,10,1.16
2020,Newfoundland and Labrador,Electrical and electronic equipment,10,0.98
2020,Newfoundland and Labrador,Packaging,10,1.35
2020,Newfoundland and Labrador,Agriculture film,10,1.35
2020,Newfoundland and Labrador,Textiles,10,1.1
2020,Newfoundland and Labrador,Transportation vehicles,10,4.9
2020,Newfoundland and Labrador,Other products,10,1.79
2020,Prince Edward Island,"Total, all product categories",11,1.38
2020,Prince Edward Island,Construction materials,11,1.27
2020,Prince Edward Island,Electrical and electronic equipment,11,0.94
2020,Prince Edward Island,Packaging,11,1.36
2020,Prince Edward Island,Agriculture film,11,1.17
2020,Prince Edward Island,Textiles,11,1.02
2020,Prince Edward Island,Transportation vehicles,11,1.24
2020,Prince Edward Island,Other products,11,1.78
2020,Nova Scotia,"Total, all product categories",12,1.37
2020,Nova Scotia,Construction materials,12,1.16
2020,Nova Scotia,Electrical and electronic equipment,12,0.95
2020,Nova Scotia,Packaging,12,1.35
2020,Nova Scotia,Agriculture film,12,1.17
2020,Nova Scotia,Textiles,12,1.1
2020,Nova Scotia,Transportation vehicles,12,1.24
2020,Nova Scotia,Other products,12,1.8
2020,New Brunswick,"Total, all product categories",13,1.39
2020,New Brunswick,Construction materials,13,1.16
2020,New Brunswick,Electrical and electronic equipment,13,0.99
2020,New Brunswick,Packaging,13,1.35
2020,New Brunswick,Agriculture film,13,1.17
2020,New Brunswick,Textiles,13,1.1
2020,New Brunswick,Transportation vehicles,13,1.23
2020,New Brunswick,Other products,13,1.78
2020,Quebec,"Total, all product categories",24,1.39
2020,Quebec,Construction materials,24,1.17
2020,Quebec,Electrical and electronic equipment,24,0.99
2020,Quebec,Packaging,24,1.35
2020,Quebec,Agriculture film,24,1.21
2020,Quebec,Textiles,24,1.09
2020,Quebec,Transportation vehicles,24,1.23
2020,Quebec,Other products,24,1.82
2020,Ontario,"Total, all product categories",35,1.42
2020,Ontario,Construction materials,35,1.17
2020,Ontario,Electrical and electronic equipment,35,1.0
2020,Ontario,Packaging,35,1.35
2020,Ontario,Agriculture film,35,1.2
2020,Ontario,Textiles,35,1.09
2020,Ontario,Transportation vehicles,35,1.25
2020,Ontario,Other products,35,1.82
2020,Manitoba,"Total, all product categories",46,1.4
2020,Manitoba,Construction materials,46,1.17
2020,Manitoba,Electrical and electronic equipment,46,0.98
2020,Manitoba,Packaging,46,1.35
2020,Manitoba,Agriculture film,46,1.21
2020,Manitoba,Textiles,46,1.09
2020,Manitoba,Transportation vehicles,46,1.24
2020,Manitoba,Other products,46,1.82
2020,Saskatchewan,"Total, all product categories",47,1.38
2020,Saskatchewan,Construction materials,47,1.17
2020,Saskatchewan,Electrical and electronic equipment,47,0.99
2020,Saskatchewan,Packaging,47,1.35
2020,Saskatchewan,Agriculture film,47,1.2
2020,Saskatchewan,Textiles,47,1.09
2020,Saskatchewan,Transportation vehicles,47,1.24
2020,Saskatchewan,Other products,47,1.78
2020,Alberta,"Total, all product categories",48,1.42
2020,Alberta,Construction materials,48,1.17
2020,Alberta,Electrical and electronic equipment,48,1.03
2020,Alberta,Packaging,48,1.35
2020,Alberta,Agriculture film,48,1.2
2020,Alberta,Textiles,48,1.09
2020,Alberta,Transportation vehicles,48,1.24
2020,Alberta,Other products,48,1.8
2020,British Columbia,"Total, all product categories",59,1.41
2020,British Columbia,Construction materials,59,1.17
2020,British Columbia,Electrical and electronic equipment,59,0.94
2020,British Columbia,Packaging,59,1.35
2020,British Columbia,Agriculture film,59,1.19
2020,British Columbia,Textiles,59,1.09
2020,British Columbia,Transportation vehicles,59,1.24
2020,British Columbia,Other products,59,1.8
2020,Yukon,"Total, all product categories",60,2.28
2020,Yukon,Construction materials,60,1.27
2020,Yukon,Electrical and electronic equipment,60,1.06
2020,Yukon,Packaging,60,1.36
2020,Yukon,Agriculture film,60,0.0
2020,Yukon,Textiles,60,1.19
2020,Yukon,Transportation vehicles,60,6.17
2020,Yukon,Other products,60,1.76
2020,Northwest Territories,"Total, all product categories",61,2.23
2020,Northwest Territories,Construction materials,61,1.23
2020,Northwest Territories,Electrical and electronic equipment,61,1.08
2020,Northwest Territories,Packaging,61,1.34
2020,Northwest Territories,Agriculture film,61,0.0
2020,Northwest Territories,Textiles,61,1.23
2020,Northwest Territories,Transportation vehicles,61,5.17
2020,Northwest Territories,Other products,61,1.75
2020,Nunavut,"Total, all product categories",62,2.64
2020,Nunavut,Construction materials,62,0.88
2020,Nunavut,Electrical and electronic equipment,62,1.07
2020,Nunavut,Packaging,62,1.35
2020,Nunavut,Textiles,62,1.26
2020,Nunavut,Transportation vehicles,62,5.49
2020,Nunavut,Other products,62,1.56
2020,Canadian territorial enclaves abroad,"Total, all product categories",,6.35
2020,Canadian territorial enclaves abroad,Construction materials,,4.55
2020,Canadian territorial enclaves abroad,Electrical and electronic equipment,,6.3
2020,Canadian territorial enclaves abroad,Packaging,,6.35
2020,Canadian territorial enclaves abroad,Textiles,,6.34
2020,Canadian territorial enclaves abroad,Transportation vehicles,,6.41
2020,Canadian territorial enclaves abroad,Other products,,6.44
2021,Canada,Construction materials,,1.17
2021,Canada,Electrical and electronic equipment,,0.98
2021,Canada,Electronics,,1.07
2021,Canada,Major appliances,,0.3
2021,Canada,Other electrical and electronic equipment,,1.06
2021,Canada,Packaging,,1.35
2021,Canada,Bottles,,1.36
2021,Canada,Film,,1.35
2021,Canada,Non-bottle rigid,,1.35
2021,Canada,Other packaging products,,1.35
2021,Canada,Agriculture film,,1.2
2021,Canada,Textiles,,1.09
2021,Canada,Transportation vehicles,,1.37
2021,Canada,Light-duty vehicles,,1.42
2021,Canada,Other transportation vehicles,,1.26
2021,Canada,Other products,,1.82
2021,Newfoundland and Labrador,"Total, all product categories",10,2.69
2021,Newfoundland and Labrador,Construction materials,10,1.15
2021,Newfoundland and Labrador,Electrical and electronic equipment,10,0.94
2021,Newfoundland and Labrador,Packaging,10,1.35
2021,Newfoundland and Labrador,Agriculture film,10,1.36
2021,Newfoundland and Labrador,Textiles,10,1.09
2021,Newfoundland and Labrador,Transportation vehicles,10,6.15
2021,Newfoundland and Labrador,Other products,10,1.8
2021,Prince Edward Island,"Total, all product categories",11,1.37
2021,Prince Edward Island,Construction materials,11,1.27
2021,Prince Edward Island,Electrical and electronic equipment,11,0.99
2021,Prince Edward Island,Packaging,11,1.35
2021,Prince Edward Island,Agriculture film,11,1.17
2021,Prince Edward Island,Textiles,11,1.02
2021,Prince Edward Island,Transportation vehicles,11,1.25
2021,Prince Edward Island,Other products,11,1.77
2021,Nova Scotia,"Total, all product categories",12,1.37
2021,Nova Scotia,Construction materials,12,1.18
2021,Nova Scotia,Electrical and electronic equipment,12,0.91
2021,Nova Scotia,Packaging,12,1.35
2021,Nova Scotia,Agriculture film,12,1.17
2021,Nova Scotia,Textiles,12,1.09
2021,Nova Scotia,Transportation vehicles,12,1.24
2021,Nova Scotia,Other products,12,1.8
2021,New Brunswick,"Total, all product categories",13,1.39
2021,New Brunswick,Construction materials,13,1.16
2021,New Brunswick,Electrical and electronic equipment,13,0.96
2021,New Brunswick,Packaging,13,1.35
2021,New Brunswick,Agriculture film,13,1.17
2021,New Brunswick,Textiles,13,1.08
2021,New Brunswick,Transportation vehicles,13,1.24
2021,New Brunswick,Other products,13,1.79
2021,Quebec,"Total, all product categories",24,1.39
2021,Quebec,Construction materials,24,1.17
2021,Quebec,Electrical and electronic equipment,24,0.97
2021,Quebec,Packaging,24,1.35
2021,Quebec,Agriculture film,24,1.21
2021,Quebec,Textiles,24,1.09
2021,Quebec,Transportation vehicles,24,1.23
2021,Quebec,Other products,24,1.82
2021,Ontario,"Total, all product categories",35,1.42
2021,Ontario,Construction materials,35,1.17
2021,Ontario,Electrical and electronic equipment,35,0.98
2021,Ontario,Packaging,35,1.35
2021,Ontario,Agriculture film,35,1.2
2021,Ontario,Textiles,35,1.09
2021,Ontario,Transportation vehicles,35,1.25
2021,Ontario,Other products,35,1.83
2021,Manitoba,"Total, all product categories",46,1.39
2021,Manitoba,Construction materials,46,1.17
2021,Manitoba,Electrical and electronic equipment,46,0.96
2021,Manitoba,Packaging,46,1.35
2021,Manitoba,Agriculture film,46,1.21
2021,Manitoba,Textiles,46,1.09
2021,Manitoba,Transportation vehicles,46,1.24
2021,Manitoba,Other products,46,1.84
2021,Saskatchewan,"Total, all product categories",47,1.39
2021,Saskatchewan,Construction materials,47,1.17
2021,Saskatchewan,Electrical and electronic equipment,47,0.96
2021,Saskatchewan,Packaging,47,1.35
2021,Saskatchewan,Agriculture film,47,1.2
2021,Saskatchewan,Textiles,47,1.09
2021,Saskatchewan,Transportation vehicles,47,1.24
2021,Saskatchewan,Other products,47,1.79
2021,Alberta,"Total, all product categories",48,1.42
2021,Alberta,Construction materials,48,1.17
2021,Alberta,Electrical and electronic equipment,48,1.02
2021,Alberta,Packaging,48,1.35
2021,Alberta,Agriculture film,48,1.2
2021,Alberta,Textiles,48,1.09
2021,Alberta,Transportation vehicles,48,1.24
2021,Alberta,Other products,48,1.8
2021,British Columbia,"Total, all product categories",59,1.41
2021,British Columbia,Construction materials,59,1.17
2021,British Columbia,Electrical and electronic equipment,59,0.92
2021,British Columbia,Packaging,59,1.35
2021,British Columbia,Agriculture film,59,1.2
2021,British Columbia,Textiles,59,1.09
2021,British Columbia,Transportation vehicles,59,1.24
2021,British Columbia,Other products,59,1.81
2021,Yukon,"Total, all product categories",60,2.31
2021,Yukon,Construction materials,60,1.18
2021,Yukon,Electrical and electronic equipment,60,1.06
2021,Yukon,Packaging,60,1.34
2021,Yukon,Agriculture film,60,0.0
2021,Yukon,Textiles,60,1.09
2021,Yukon,Transportation vehicles,60,6.23
2021,Yukon,Other products,60,1.75
2021,Northwest Territories,"Total, all product categories",61,2.27
2021,Northwest Territories,Construction materials,61,1.16
2021,Northwest Territories,Electrical and electronic equipment,61,1.05
2021,Northwest Territories,Packaging,61,1.36
2021,Northwest Territories,Agriculture film,61,0.0
2021,Northwest Territories,Textiles,61,1.15
2021,Northwest Territories,Transportation vehicles,61,5.52
2021,Northwest Territories,Other products,61,1.77
2021,Nunavut,"Total, all product categories",62,2.53
2021,Nunavut,Construction materials,62,0.84
2021,Nunavut,Electrical and electronic equipment,62,0.69
2021,Nunavut,Packaging,62,1.34
2021,Nunavut,Textiles,62,1.19
2021,Nunavut,Transportation vehicles,62,5.06
2021,Nunavut,Other products,62,1.64
2021,Canadian territorial enclaves abroad,"Total, all product categories",,6.33
2021,Canadian territorial enclaves abroad,Construction materials,,5.56
2021,Canadian territorial enclaves abroad,Electrical and electronic equipment,,6.74
2021,Canadian territorial enclaves abroad,Packaging,,6.37
2021,Canadian territorial enclaves abroad,Textiles,,6.42
2021,Canadian territorial enclaves abroad,Transportation vehicles,,6.25
2021,Canadian territorial enclaves abroad,Other products,,6.38
2022,Canada,Construction materials,,1.17
2022,Canada,Electrical and electronic equipment,,0.97
2022,Canada,Electronics,,1.07
2022,Canada,Major appliances,,0.3
2022,Canada,Other electrical and electronic equipment,,1.06
2022,Canada,Packaging,,1.35
2022,Canada,Bottles,,1.36
2022,Canada,Film,,1.35
2022,Canada,Non-bottle rigid,,1.35
2022,Canada,Other packaging products,,1.35
2022,Canada,Agriculture film,,1.2
2022,Canada,Textiles,,1.09
2022,Canada,Transportation vehicles,,1.35
2022,Canada,Light-duty vehicles,,1.4
2022,Canada,Other transportation vehicles,,1.26
2022,Canada,Other products,,1.81
2022,Newfoundland and Labrador,"Total, all product categories",10,2.66
2022,Newfoundland and Labrador,Construction materials,10,1.16
2022,Newfoundland and Labrador,Electrical and electronic equipment,10,0.95
2022,Newfoundland and Labrador,Packaging,10,1.35
2022,Newfoundland and Labrador,Agriculture film,10,1.32
2022,Newfoundland and Labrador,Textiles,10,1.1
2022,Newfoundland and Labrador,Transportation vehicles,10,6.99
2022,Newfoundland and Labrador,Other products,10,1.8
2022,Prince Edward Island,"Total, all product categories",11,1.37
2022,Prince Edward Island,Construction materials,11,1.28
2022,Prince Edward Island,Electrical and electronic equipment,11,0.84
2022,Prince Edward Island,Packaging,11,1.35
2022,Prince Edward Island,Agriculture film,11,1.16
2022,Prince Edward Island,Textiles,11,1.03
2022,Prince Edward Island,Transportation vehicles,11,1.24
2022,Prince Edward Island,Other products,11,1.76
2022,Nova Scotia,"Total, all product categories",12,1.38
2022,Nova Scotia,Construction materials,12,1.16
2022,Nova Scotia,Electrical and electronic equipment,12,0.91
2022,Nova Scotia,Packaging,12,1.35
2022,Nova Scotia,Agriculture film,12,1.16
2022,Nova Scotia,Textiles,12,1.1
2022,Nova Scotia,Transportation vehicles,12,1.24
2022,Nova Scotia,Other products,12,1.79
2022,New Brunswick,"Total, all product categories",13,1.39
2022,New Brunswick,Construction materials,13,1.16
2022,New Brunswick,Electrical and electronic equipment,13,0.99
2022,New Brunswick,Packaging,13,1.35
2022,New Brunswick,Agriculture film,13,1.16
2022,New Brunswick,Textiles,13,1.08
2022,New Brunswick,Transportation vehicles,13,1.24
2022,New Brunswick,Other products,13,1.79
2022,Quebec,"Total, all product categories",24,1.39
2022,Quebec,Construction materials,24,1.17
2022,Quebec,Electrical and electronic equipment,24,0.96
2022,Quebec,Packaging,24,1.35
2022,Quebec,Agriculture film,24,1.19
2022,Quebec,Textiles,24,1.09
2022,Quebec,Transportation vehicles,24,1.23
2022,Quebec,Other products,24,1.82
2022,Ontario,"Total, all product categories",35,1.42
2022,Ontario,Construction materials,35,1.17
2022,Ontario,Electrical and electronic equipment,35,0.97
2022,Ontario,Packaging,35,1.35
2022,Ontario,Agriculture film,35,1.2
2022,Ontario,Textiles,35,1.09
2022,Ontario,Transportation vehicles,35,1.25
2022,Ontario,Other products,35,1.83
2022,Manitoba,"Total, all product categories",46,1.4
2022,Manitoba,Construction materials,46,1.16
2022,Manitoba,Electrical and electronic equipment,46,0.94
2022,Manitoba,Packaging,46,1.35
2022,Manitoba,Agriculture film,46,1.19
2022,Manitoba,Textiles,46,1.09
2022,Manitoba,Transportation vehicles,46,1.24
2022,Manitoba,Other products,46,1.84
2022,Saskatchewan,"Total, all product categories",47,1.38
2022,Saskatchewan,Construction materials,47,1.16
2022,Saskatchewan,Electrical and electronic equipment,47,0.96
2022,Saskatchewan,Packaging,47,1.35
2022,Saskatchewan,Agriculture film,47,1.2
2022,Saskatchewan,Textiles,47,1.09
2022,Saskatchewan,Transportation vehicles,47,1.24
2022,Saskatchewan,Other products,47,1.79
2022,Alberta,"Total, all product categories",48,1.42
2022,Alberta,Construction materials,48,1.17
2022,Alberta,Electrical and electronic equipment,48,1.01
2022,Alberta,Packaging,48,1.35
2022,Alberta,Agriculture film,48,1.2
2022,Alberta,Textiles,48,1.09
2022,Alberta,Transportation vehicles,48,1.24
2022,Alberta,Other products,48,1.79
2022,British Columbia,"Total, all product categories",59,1.4
2022,British Columbia,Construction materials,59,1.17
2022,British Columbia,Electrical and electronic equipment,59,0.92
2022,British Columbia,Packaging,59,1.35
2022,British Columbia,Agriculture film,59,1.18
2022,British Columbia,Textiles,59,1.09
2022,British Columbia,Transportation vehicles,59,1.24
2022,British Columbia,Other products,59,1.79
2022,Yukon,"Total, all product categories",60,2.21
2022,Yukon,Construction materials,60,1.08
2022,Yukon,Electrical and electronic equipment,60,1.04
2022,Yukon,Packaging,60,1.36
2022,Yukon,Agriculture film,60,0.0
2022,Yukon,Textiles,60,0.99
2022,Yukon,Transportation vehicles,60,6.01
2022,Yukon,Other products,60,1.75
2022,Northwest Territories,"Total, all product categories",61,2.48
2022,Northwest Territories,Construction materials,61,0.96
2022,Northwest Territories,Electrical and electronic equipment,61,1.12
2022,Northwest Territories,Packaging,61,1.34
2022,Northwest Territories,Agriculture film,61,0.0
2022,Northwest Territories,Textiles,61,1.08
2022,Northwest Territories,Transportation vehicles,61,5.45
2022,Northwest Territories,Other products,61,1.75
2022,Nunavut,"Total, all product categories",62,2.64
2022,Nunavut,Construction materials,62,1.01
2022,Nunavut,Electrical and electronic equipment,62,0.78
2022,Nunavut,Packaging,62,1.33
2022,Nunavut,Textiles,62,1.44
2022,Nunavut,Transportation vehicles,62,5.64
2022,Nunavut,Other products,62,1.61
2022,Canadian territorial enclaves abroad,"Total, all product categories",,6.35
2022,Canadian territorial enclaves abroad,Construction materials,,5.56
2022,Canadian territorial enclaves abroad,Electrical and electronic equipment,,6.59
2022,Canadian territorial enclaves abroad,Packaging,,6.32
2022,Canadian territorial enclaves abroad,Textiles,,6.34
2022,Canadian territorial enclaves abroad,Transportation vehicles,,6.15
2022,Canadian territorial enclaves abroad,Other products,,6.43
