Year,Value,GeoCode
2018,11.3,
2018,12.2,
2018,9.1,
2018,8.5,
2018,13.0,
2018,9.6,
2018,8.9,
2018,7.4,
2021,9.8,
2021,10.5,
2021,7.3,
2021,8.4,
2021,11.2,
2021,7.9,
2021,8.1,
2021,7.1,
2022,11.6,
2022,12.4,
2022,7.9,
2022,10.3,
2022,12.9,
2022,11.5,
2022,10.0,
2022,7.6,
