Year,Géographie,data.Age group,Sexe,Value
Québec,12 à 17 ans,Les deux sexes,79.9,
Québec,12 à 17 ans,Les deux sexes,78.6,
Québec,12 à 17 ans,Les deux sexes,77.6,
Québec,12 à 17 ans,Les deux sexes,80.9,
Québec,12 à 17 ans,Les deux sexes,77.8,
Québec,12 à 17 ans,Hommes,80.9,
Québec,12 à 17 ans,Hommes,77.9,
Québec,12 à 17 ans,Hommes,79.0,
Québec,12 à 17 ans,Hommes,83.5,
Québec,12 à 17 ans,Hommes,85.4,
Québec,12 à 17 ans,Femmes,78.8,
Québec,12 à 17 ans,Femmes,79.3,
Québec,12 à 17 ans,Femmes,76.1,
Québec,12 à 17 ans,Femmes,78.2,
Québec,12 à 17 ans,Femmes,69.9,
Québec,18 à 34 ans,Les deux sexes,75.3,
Québec,18 à 34 ans,Les deux sexes,73.3,
Québec,18 à 34 ans,Les deux sexes,72.4,
Québec,18 à 34 ans,Les deux sexes,67.5,
Québec,18 à 34 ans,Les deux sexes,66.1,
Québec,18 à 34 ans,Hommes,78.4,
Québec,18 à 34 ans,Hommes,75.4,
Québec,18 à 34 ans,Hommes,75.3,
Québec,18 à 34 ans,Hommes,73.8,
Québec,18 à 34 ans,Hommes,71.5,
Québec,18 à 34 ans,Femmes,72.2,
Québec,18 à 34 ans,Femmes,71.2,
Québec,18 à 34 ans,Femmes,69.4,
Québec,18 à 34 ans,Femmes,61.1,
Québec,18 à 34 ans,Femmes,60.6,
Québec,35 à 49 ans,Les deux sexes,73.1,
Québec,35 à 49 ans,Les deux sexes,68.7,
Québec,35 à 49 ans,Les deux sexes,72.3,
Québec,35 à 49 ans,Les deux sexes,69.5,
Québec,35 à 49 ans,Les deux sexes,70.6,
Québec,35 à 49 ans,Hommes,75.4,
Québec,35 à 49 ans,Hommes,71.6,
Québec,35 à 49 ans,Hommes,74.7,
Québec,35 à 49 ans,Hommes,73.3,
Québec,35 à 49 ans,Hommes,73.7,
Québec,35 à 49 ans,Femmes,70.7,
Québec,35 à 49 ans,Femmes,65.7,
Québec,35 à 49 ans,Femmes,69.7,
Québec,35 à 49 ans,Femmes,65.6,
Québec,35 à 49 ans,Femmes,67.3,
Québec,50 à 64 ans,Les deux sexes,75.6,
Québec,50 à 64 ans,Les deux sexes,73.9,
Québec,50 à 64 ans,Les deux sexes,73.6,
Québec,50 à 64 ans,Les deux sexes,70.7,
Québec,50 à 64 ans,Les deux sexes,74.0,
Québec,50 à 64 ans,Hommes,78.1,
Québec,50 à 64 ans,Hommes,75.2,
Québec,50 à 64 ans,Hommes,76.1,
Québec,50 à 64 ans,Hommes,71.4,
Québec,50 à 64 ans,Hommes,74.7,
Québec,50 à 64 ans,Femmes,73.0,
Québec,50 à 64 ans,Femmes,72.5,
Québec,50 à 64 ans,Femmes,71.1,
Québec,50 à 64 ans,Femmes,69.9,
Québec,50 à 64 ans,Femmes,73.2,
Québec,65 ans et plus,Les deux sexes,76.1,
Québec,65 ans et plus,Les deux sexes,75.6,
Québec,65 ans et plus,Les deux sexes,76.2,
Québec,65 ans et plus,Les deux sexes,76.0,
Québec,65 ans et plus,Les deux sexes,76.7,
Québec,65 ans et plus,Hommes,77.8,
Québec,65 ans et plus,Hommes,77.1,
Québec,65 ans et plus,Hommes,78.5,
Québec,65 ans et plus,Hommes,78.7,
Québec,65 ans et plus,Hommes,79.7,
Québec,65 ans et plus,Femmes,74.6,
Québec,65 ans et plus,Femmes,74.3,
Québec,65 ans et plus,Femmes,74.3,
Québec,65 ans et plus,Femmes,73.7,
Québec,65 ans et plus,Femmes,74.1,
Ontario,"Total, 12 ans et plus",Les deux sexes,72.3,
Ontario,"Total, 12 ans et plus",Les deux sexes,70.0,
Ontario,"Total, 12 ans et plus",Les deux sexes,69.9,
Ontario,"Total, 12 ans et plus",Les deux sexes,68.3,
Ontario,"Total, 12 ans et plus",Les deux sexes,65.9,
Ontario,"Total, 12 ans et plus",Hommes,74.0,
Ontario,"Total, 12 ans et plus",Hommes,72.6,
Ontario,"Total, 12 ans et plus",Hommes,72.5,
Ontario,"Total, 12 ans et plus",Hommes,70.3,
Ontario,"Total, 12 ans et plus",Hommes,68.0,
Ontario,"Total, 12 ans et plus",Femmes,70.7,
Ontario,"Total, 12 ans et plus",Femmes,67.5,
Ontario,"Total, 12 ans et plus",Femmes,67.5,
Ontario,"Total, 12 ans et plus",Femmes,66.3,
Ontario,"Total, 12 ans et plus",Femmes,64.0,
Ontario,12 à 17 ans,Les deux sexes,76.6,
Ontario,12 à 17 ans,Les deux sexes,76.5,
Ontario,12 à 17 ans,Les deux sexes,74.2,
Ontario,12 à 17 ans,Les deux sexes,69.5,
Ontario,12 à 17 ans,Les deux sexes,70.8,
Ontario,12 à 17 ans,Hommes,79.9,
Ontario,12 à 17 ans,Hommes,78.3,
Ontario,12 à 17 ans,Hommes,79.5,
Ontario,12 à 17 ans,Hommes,73.9,
Ontario,12 à 17 ans,Hommes,76.7,
Ontario,12 à 17 ans,Femmes,73.2,
Ontario,12 à 17 ans,Femmes,74.7,
Ontario,12 à 17 ans,Femmes,68.5,
Ontario,12 à 17 ans,Femmes,64.8,
Ontario,12 à 17 ans,Femmes,64.4,
Ontario,18 à 34 ans,Les deux sexes,72.6,
Ontario,18 à 34 ans,Les deux sexes,67.0,
Ontario,18 à 34 ans,Les deux sexes,68.5,
Ontario,18 à 34 ans,Les deux sexes,62.4,
Ontario,18 à 34 ans,Les deux sexes,59.2,
Ontario,18 à 34 ans,Hommes,74.7,
Ontario,18 à 34 ans,Hommes,69.2,
Ontario,18 à 34 ans,Hommes,73.6,
Ontario,18 à 34 ans,Hommes,66.3,
Ontario,18 à 34 ans,Hommes,62.2,
Ontario,18 à 34 ans,Femmes,70.6,
Ontario,18 à 34 ans,Femmes,64.9,
Ontario,18 à 34 ans,Femmes,63.5,
Ontario,18 à 34 ans,Femmes,58.5,
Ontario,18 à 34 ans,Femmes,56.3,
Ontario,35 à 49 ans,Les deux sexes,74.0,
Ontario,35 à 49 ans,Les deux sexes,72.1,
Ontario,35 à 49 ans,Les deux sexes,69.5,
Ontario,35 à 49 ans,Les deux sexes,69.8,
Ontario,35 à 49 ans,Les deux sexes,65.5,
Ontario,35 à 49 ans,Hommes,75.6,
Ontario,35 à 49 ans,Hommes,76.6,
Ontario,35 à 49 ans,Hommes,70.8,
Ontario,35 à 49 ans,Hommes,72.2,
Ontario,35 à 49 ans,Hommes,68.0,
Ontario,35 à 49 ans,Femmes,72.5,
Ontario,35 à 49 ans,Femmes,67.9,
Ontario,35 à 49 ans,Femmes,68.3,
Ontario,35 à 49 ans,Femmes,67.6,
Ontario,35 à 49 ans,Femmes,63.1,
Ontario,50 à 64 ans,Les deux sexes,70.1,
Ontario,50 à 64 ans,Les deux sexes,69.7,
Ontario,50 à 64 ans,Les deux sexes,69.9,
Ontario,50 à 64 ans,Les deux sexes,69.7,
Ontario,50 à 64 ans,Les deux sexes,69.3,
Ontario,50 à 64 ans,Hommes,71.8,
Ontario,50 à 64 ans,Hommes,71.3,
Ontario,50 à 64 ans,Hommes,70.7,
Ontario,50 à 64 ans,Hommes,70.2,
Ontario,50 à 64 ans,Hommes,71.4,
Ontario,50 à 64 ans,Femmes,68.4,
Ontario,50 à 64 ans,Femmes,68.2,
Ontario,50 à 64 ans,Femmes,69.2,
Ontario,50 à 64 ans,Femmes,69.3,
Ontario,50 à 64 ans,Femmes,67.3,
Ontario,65 ans et plus,Les deux sexes,70.7,
Ontario,65 ans et plus,Les deux sexes,69.2,
Ontario,65 ans et plus,Les deux sexes,70.7,
Ontario,65 ans et plus,Les deux sexes,72.7,
Ontario,65 ans et plus,Les deux sexes,70.2,
Ontario,65 ans et plus,Hommes,70.5,
Ontario,65 ans et plus,Hommes,71.8,
Ontario,65 ans et plus,Hommes,72.3,
Ontario,65 ans et plus,Hommes,73.1,
Ontario,65 ans et plus,Hommes,68.8,
Ontario,65 ans et plus,Femmes,70.8,
Ontario,65 ans et plus,Femmes,67.1,
Ontario,65 ans et plus,Femmes,69.4,
Ontario,65 ans et plus,Femmes,72.4,
Ontario,65 ans et plus,Femmes,71.4,
Manitoba,"Total, 12 ans et plus",Les deux sexes,70.9,
Manitoba,"Total, 12 ans et plus",Les deux sexes,68.2,
Manitoba,"Total, 12 ans et plus",Les deux sexes,69.5,
Manitoba,"Total, 12 ans et plus",Les deux sexes,66.7,
Manitoba,"Total, 12 ans et plus",Les deux sexes,63.8,
Manitoba,"Total, 12 ans et plus",Hommes,74.5,
Manitoba,"Total, 12 ans et plus",Hommes,68.8,
Manitoba,"Total, 12 ans et plus",Hommes,74.0,
Manitoba,"Total, 12 ans et plus",Hommes,70.5,
Manitoba,"Total, 12 ans et plus",Hommes,65.1,
Manitoba,"Total, 12 ans et plus",Femmes,67.5,
Manitoba,"Total, 12 ans et plus",Femmes,67.5,
Manitoba,"Total, 12 ans et plus",Femmes,65.3,
Manitoba,"Total, 12 ans et plus",Femmes,63.1,
Manitoba,"Total, 12 ans et plus",Femmes,62.6,
Manitoba,12 à 17 ans,Les deux sexes,75.0,
Manitoba,12 à 17 ans,Les deux sexes,73.4,
Manitoba,12 à 17 ans,Les deux sexes,78.7,
Manitoba,12 à 17 ans,Les deux sexes,77.6,
Manitoba,12 à 17 ans,Les deux sexes,70.5,
Manitoba,12 à 17 ans,Hommes,77.0,
Manitoba,12 à 17 ans,Hommes,76.6,
Manitoba,12 à 17 ans,Hommes,80.2,
Manitoba,12 à 17 ans,Hommes,84.8,
Manitoba,12 à 17 ans,Hommes,80.4,
Manitoba,12 à 17 ans,Femmes,73.0,
Manitoba,12 à 17 ans,Femmes,70.0,
Manitoba,12 à 17 ans,Femmes,77.1,
Manitoba,12 à 17 ans,Femmes,70.0,
Manitoba,12 à 17 ans,Femmes,60.6,
Manitoba,18 à 34 ans,Les deux sexes,71.0,
Manitoba,18 à 34 ans,Les deux sexes,65.8,
Manitoba,18 à 34 ans,Les deux sexes,69.1,
Manitoba,18 à 34 ans,Les deux sexes,60.3,
Manitoba,18 à 34 ans,Les deux sexes,59.7,
Manitoba,18 à 34 ans,Hommes,72.2,
Manitoba,18 à 34 ans,Hommes,68.1,
Manitoba,18 à 34 ans,Hommes,74.3,
Manitoba,18 à 34 ans,Hommes,65.3,
Manitoba,18 à 34 ans,Hommes,63.3,
Manitoba,18 à 34 ans,Femmes,69.8,
Manitoba,18 à 34 ans,Femmes,63.5,
Manitoba,18 à 34 ans,Femmes,63.8,
Manitoba,18 à 34 ans,Femmes,55.2,
Manitoba,18 à 34 ans,Femmes,55.9,
Manitoba,35 à 49 ans,Les deux sexes,71.5,
Manitoba,35 à 49 ans,Les deux sexes,70.5,
Manitoba,35 à 49 ans,Les deux sexes,66.4,
Manitoba,35 à 49 ans,Les deux sexes,67.2,
Manitoba,35 à 49 ans,Les deux sexes,63.4,
Manitoba,35 à 49 ans,Hommes,73.3,
Manitoba,35 à 49 ans,Hommes,71.1,
Manitoba,35 à 49 ans,Hommes,77.0,
Manitoba,35 à 49 ans,Hommes,72.9,
Manitoba,35 à 49 ans,Hommes,60.2,
Manitoba,35 à 49 ans,Femmes,69.8,
Manitoba,35 à 49 ans,Femmes,70.0,
Manitoba,35 à 49 ans,Femmes,56.0,
Manitoba,35 à 49 ans,Femmes,61.8,
Manitoba,35 à 49 ans,Femmes,66.4,
Manitoba,50 à 64 ans,Les deux sexes,74.9,
Manitoba,50 à 64 ans,Les deux sexes,69.0,
Manitoba,50 à 64 ans,Les deux sexes,73.6,
Manitoba,50 à 64 ans,Les deux sexes,70.4,
Manitoba,50 à 64 ans,Les deux sexes,65.2,
Manitoba,50 à 64 ans,Hommes,78.3,
Manitoba,50 à 64 ans,Hommes,69.3,
Manitoba,50 à 64 ans,Hommes,72.9,
Manitoba,50 à 64 ans,Hommes,72.1,
Manitoba,50 à 64 ans,Hommes,65.5,
Manitoba,50 à 64 ans,Femmes,71.5,
Manitoba,50 à 64 ans,Femmes,68.6,
Manitoba,50 à 64 ans,Femmes,74.3,
Manitoba,50 à 64 ans,Femmes,68.7,
Manitoba,50 à 64 ans,Femmes,64.8,
Manitoba,65 ans et plus,Les deux sexes,62.2,
Manitoba,65 ans et plus,Les deux sexes,65.0,
Manitoba,65 ans et plus,Les deux sexes,64.5,
Manitoba,65 ans et plus,Les deux sexes,66.8,
Manitoba,65 ans et plus,Les deux sexes,66.4,
Manitoba,65 ans et plus,Hommes,72.8,
Manitoba,65 ans et plus,Hommes,61.3,
Manitoba,65 ans et plus,Hommes,67.1,
Manitoba,65 ans et plus,Hommes,66.8,
Manitoba,65 ans et plus,Hommes,66.9,
Manitoba,65 ans et plus,Femmes,53.9,
Manitoba,65 ans et plus,Femmes,68.0,
Manitoba,65 ans et plus,Femmes,62.3,
Manitoba,65 ans et plus,Femmes,66.9,
Manitoba,65 ans et plus,Femmes,66.0,
Saskatchewan,"Total, 12 ans et plus",Les deux sexes,69.7,
Saskatchewan,"Total, 12 ans et plus",Les deux sexes,70.8,
Saskatchewan,"Total, 12 ans et plus",Les deux sexes,67.6,
Saskatchewan,"Total, 12 ans et plus",Les deux sexes,68.7,
Saskatchewan,"Total, 12 ans et plus",Les deux sexes,62.8,
Saskatchewan,"Total, 12 ans et plus",Hommes,73.3,
Saskatchewan,"Total, 12 ans et plus",Hommes,74.3,
Saskatchewan,"Total, 12 ans et plus",Hommes,68.6,
Saskatchewan,"Total, 12 ans et plus",Hommes,73.7,
Saskatchewan,"Total, 12 ans et plus",Hommes,64.7,
Saskatchewan,"Total, 12 ans et plus",Femmes,66.2,
Saskatchewan,"Total, 12 ans et plus",Femmes,67.3,
Saskatchewan,"Total, 12 ans et plus",Femmes,66.6,
Saskatchewan,"Total, 12 ans et plus",Femmes,63.7,
Saskatchewan,"Total, 12 ans et plus",Femmes,60.9,
Saskatchewan,12 à 17 ans,Les deux sexes,76.5,
Saskatchewan,12 à 17 ans,Les deux sexes,75.1,
Saskatchewan,12 à 17 ans,Les deux sexes,78.7,
Saskatchewan,12 à 17 ans,Les deux sexes,75.9,
Saskatchewan,12 à 17 ans,Les deux sexes,66.0,
Saskatchewan,12 à 17 ans,Hommes,78.0,
Saskatchewan,12 à 17 ans,Hommes,80.4,
Saskatchewan,12 à 17 ans,Hommes,85.3,
Saskatchewan,12 à 17 ans,Hommes,81.6,
Saskatchewan,12 à 17 ans,Hommes,73.6,
Saskatchewan,12 à 17 ans,Femmes,75.0,
Saskatchewan,12 à 17 ans,Femmes,69.2,
Saskatchewan,12 à 17 ans,Femmes,71.5,
Saskatchewan,12 à 17 ans,Femmes,69.9,
Saskatchewan,12 à 17 ans,Femmes,58.3,
Saskatchewan,18 à 34 ans,Les deux sexes,75.2,
Saskatchewan,18 à 34 ans,Les deux sexes,74.9,
Saskatchewan,18 à 34 ans,Les deux sexes,71.3,
Saskatchewan,18 à 34 ans,Les deux sexes,68.3,
Saskatchewan,18 à 34 ans,Les deux sexes,61.3,
Saskatchewan,18 à 34 ans,Hommes,79.5,
Saskatchewan,18 à 34 ans,Hommes,78.1,
Saskatchewan,18 à 34 ans,Hommes,76.3,
Saskatchewan,18 à 34 ans,Hommes,71.4,
Saskatchewan,18 à 34 ans,Hommes,64.5,
Saskatchewan,18 à 34 ans,Femmes,70.8,
Saskatchewan,18 à 34 ans,Femmes,71.5,
Saskatchewan,18 à 34 ans,Femmes,66.2,
Saskatchewan,18 à 34 ans,Femmes,64.9,
Saskatchewan,18 à 34 ans,Femmes,57.9,
Saskatchewan,35 à 49 ans,Les deux sexes,68.0,
Saskatchewan,35 à 49 ans,Les deux sexes,68.5,
Saskatchewan,35 à 49 ans,Les deux sexes,66.4,
Saskatchewan,35 à 49 ans,Les deux sexes,67.0,
Saskatchewan,35 à 49 ans,Les deux sexes,60.6,
Saskatchewan,35 à 49 ans,Hommes,70.3,
Saskatchewan,35 à 49 ans,Hommes,68.9,
Saskatchewan,35 à 49 ans,Hommes,61.9,
Saskatchewan,35 à 49 ans,Hommes,73.9,
Saskatchewan,35 à 49 ans,Hommes,62.9,
Saskatchewan,35 à 49 ans,Femmes,65.6,
Saskatchewan,35 à 49 ans,Femmes,68.0,
Saskatchewan,35 à 49 ans,Femmes,71.0,
Saskatchewan,35 à 49 ans,Femmes,59.8,
Saskatchewan,35 à 49 ans,Femmes,58.3,
Saskatchewan,50 à 64 ans,Les deux sexes,70.1,
Saskatchewan,50 à 64 ans,Les deux sexes,69.2,
Saskatchewan,50 à 64 ans,Les deux sexes,64.6,
Saskatchewan,50 à 64 ans,Les deux sexes,72.7,
Saskatchewan,50 à 64 ans,Les deux sexes,65.5,
Saskatchewan,50 à 64 ans,Hommes,73.0,
Saskatchewan,50 à 64 ans,Hommes,73.7,
Saskatchewan,50 à 64 ans,Hommes,62.9,
Saskatchewan,50 à 64 ans,Hommes,79.8,
Saskatchewan,50 à 64 ans,Hommes,63.9,
Saskatchewan,50 à 64 ans,Femmes,67.1,
Saskatchewan,50 à 64 ans,Femmes,64.6,
Saskatchewan,50 à 64 ans,Femmes,66.4,
Saskatchewan,50 à 64 ans,Femmes,65.7,
Saskatchewan,50 à 64 ans,Femmes,67.1,
Saskatchewan,65 ans et plus,Les deux sexes,58.2,
Saskatchewan,65 ans et plus,Les deux sexes,66.9,
Saskatchewan,65 ans et plus,Les deux sexes,62.0,
Saskatchewan,65 ans et plus,Les deux sexes,63.2,
Saskatchewan,65 ans et plus,Les deux sexes,63.0,
Saskatchewan,65 ans et plus,Hommes,62.8,
Saskatchewan,65 ans et plus,Hommes,72.2,
Saskatchewan,65 ans et plus,Hommes,64.4,
Saskatchewan,65 ans et plus,Hommes,64.8,
Saskatchewan,65 ans et plus,Hommes,64.0,
Saskatchewan,65 ans et plus,Femmes,54.5,
Saskatchewan,65 ans et plus,Femmes,62.3,
Saskatchewan,65 ans et plus,Femmes,60.0,
Saskatchewan,65 ans et plus,Femmes,61.8,
Saskatchewan,65 ans et plus,Femmes,62.1,
Alberta,"Total, 12 ans et plus",Les deux sexes,74.7,
Alberta,"Total, 12 ans et plus",Les deux sexes,72.7,
Alberta,"Total, 12 ans et plus",Les deux sexes,69.7,
Alberta,"Total, 12 ans et plus",Les deux sexes,69.0,
Alberta,"Total, 12 ans et plus",Les deux sexes,67.1,
Alberta,"Total, 12 ans et plus",Hommes,75.7,
Alberta,"Total, 12 ans et plus",Hommes,75.4,
Alberta,"Total, 12 ans et plus",Hommes,70.9,
Alberta,"Total, 12 ans et plus",Hommes,71.2,
Alberta,"Total, 12 ans et plus",Hommes,69.7,
Alberta,"Total, 12 ans et plus",Femmes,73.6,
Alberta,"Total, 12 ans et plus",Femmes,70.0,
Alberta,"Total, 12 ans et plus",Femmes,68.5,
Alberta,"Total, 12 ans et plus",Femmes,66.8,
Alberta,"Total, 12 ans et plus",Femmes,64.5,
Alberta,12 à 17 ans,Les deux sexes,78.8,
Alberta,12 à 17 ans,Les deux sexes,79.3,
Alberta,12 à 17 ans,Les deux sexes,77.4,
Alberta,12 à 17 ans,Les deux sexes,73.8,
Alberta,12 à 17 ans,Les deux sexes,73.2,
Alberta,12 à 17 ans,Hommes,83.0,
Alberta,12 à 17 ans,Hommes,80.2,
Alberta,12 à 17 ans,Hommes,81.7,
Alberta,12 à 17 ans,Hommes,81.2,
Alberta,12 à 17 ans,Hommes,76.8,
Alberta,12 à 17 ans,Femmes,74.4,
Alberta,12 à 17 ans,Femmes,78.4,
Alberta,12 à 17 ans,Femmes,73.2,
Alberta,12 à 17 ans,Femmes,66.0,
Alberta,12 à 17 ans,Femmes,69.3,
Alberta,18 à 34 ans,Les deux sexes,72.9,
Alberta,18 à 34 ans,Les deux sexes,71.4,
Alberta,18 à 34 ans,Les deux sexes,65.4,
Alberta,18 à 34 ans,Les deux sexes,65.8,
Alberta,18 à 34 ans,Les deux sexes,62.2,
Alberta,18 à 34 ans,Hommes,77.4,
Alberta,18 à 34 ans,Hommes,75.2,
Alberta,18 à 34 ans,Hommes,68.2,
Alberta,18 à 34 ans,Hommes,69.3,
Alberta,18 à 34 ans,Hommes,68.5,
Alberta,18 à 34 ans,Femmes,68.2,
Alberta,18 à 34 ans,Femmes,67.4,
Alberta,18 à 34 ans,Femmes,62.4,
Alberta,18 à 34 ans,Femmes,62.2,
Alberta,18 à 34 ans,Femmes,55.8,
Alberta,35 à 49 ans,Les deux sexes,73.5,
Alberta,35 à 49 ans,Les deux sexes,74.6,
Alberta,35 à 49 ans,Les deux sexes,71.3,
Alberta,35 à 49 ans,Les deux sexes,69.1,
Alberta,35 à 49 ans,Les deux sexes,67.3,
Alberta,35 à 49 ans,Hommes,71.4,
Alberta,35 à 49 ans,Hommes,78.9,
Alberta,35 à 49 ans,Hommes,72.5,
Alberta,35 à 49 ans,Hommes,70.4,
Alberta,35 à 49 ans,Hommes,71.1,
Alberta,35 à 49 ans,Femmes,75.8,
Alberta,35 à 49 ans,Femmes,70.0,
Alberta,35 à 49 ans,Femmes,70.1,
Alberta,35 à 49 ans,Femmes,67.7,
Alberta,35 à 49 ans,Femmes,63.4,
Alberta,50 à 64 ans,Les deux sexes,77.9,
Alberta,50 à 64 ans,Les deux sexes,70.9,
Alberta,50 à 64 ans,Les deux sexes,70.1,
Alberta,50 à 64 ans,Les deux sexes,70.1,
Alberta,50 à 64 ans,Les deux sexes,70.0,
Alberta,50 à 64 ans,Hommes,75.6,
Alberta,50 à 64 ans,Hommes,71.7,
Alberta,50 à 64 ans,Hommes,71.0,
Alberta,50 à 64 ans,Hommes,71.3,
Alberta,50 à 64 ans,Hommes,67.8,
Alberta,50 à 64 ans,Femmes,80.3,
Alberta,50 à 64 ans,Femmes,70.1,
Alberta,50 à 64 ans,Femmes,69.1,
Alberta,50 à 64 ans,Femmes,69.0,
Alberta,50 à 64 ans,Femmes,72.3,
Alberta,65 ans et plus,Les deux sexes,72.8,
Alberta,65 ans et plus,Les deux sexes,71.6,
Alberta,65 ans et plus,Les deux sexes,71.4,
Alberta,65 ans et plus,Les deux sexes,71.0,
Alberta,65 ans et plus,Les deux sexes,69.0,
Alberta,65 ans et plus,Hommes,75.8,
Alberta,65 ans et plus,Hommes,72.2,
Alberta,65 ans et plus,Hommes,67.3,
Alberta,65 ans et plus,Hommes,71.0,
Alberta,65 ans et plus,Hommes,68.7,
Alberta,65 ans et plus,Femmes,70.3,
Alberta,65 ans et plus,Femmes,71.1,
Alberta,65 ans et plus,Femmes,74.9,
Alberta,65 ans et plus,Femmes,71.0,
Alberta,65 ans et plus,Femmes,69.3,
Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,68.6,
Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,70.0,
Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,68.2,
Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,65.8,
Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,64.8,
Colombie-Britannique,"Total, 12 ans et plus",Hommes,71.4,
Colombie-Britannique,"Total, 12 ans et plus",Hommes,71.1,
Colombie-Britannique,"Total, 12 ans et plus",Hommes,71.9,
Colombie-Britannique,"Total, 12 ans et plus",Hommes,68.5,
Colombie-Britannique,"Total, 12 ans et plus",Hommes,69.0,
Colombie-Britannique,"Total, 12 ans et plus",Femmes,65.9,
Colombie-Britannique,"Total, 12 ans et plus",Femmes,68.9,
Colombie-Britannique,"Total, 12 ans et plus",Femmes,64.7,
Colombie-Britannique,"Total, 12 ans et plus",Femmes,63.2,
Colombie-Britannique,"Total, 12 ans et plus",Femmes,60.9,
Colombie-Britannique,12 à 17 ans,Les deux sexes,79.1,
Colombie-Britannique,12 à 17 ans,Les deux sexes,79.3,
Colombie-Britannique,12 à 17 ans,Les deux sexes,76.3,
Colombie-Britannique,12 à 17 ans,Les deux sexes,76.4,
Colombie-Britannique,12 à 17 ans,Les deux sexes,74.0,
Colombie-Britannique,12 à 17 ans,Hommes,77.2,
Colombie-Britannique,12 à 17 ans,Hommes,82.7,
Colombie-Britannique,12 à 17 ans,Hommes,79.7,
Colombie-Britannique,12 à 17 ans,Hommes,77.9,
Colombie-Britannique,12 à 17 ans,Hommes,76.8,
Colombie-Britannique,12 à 17 ans,Femmes,80.9,
Colombie-Britannique,12 à 17 ans,Femmes,76.0,
Colombie-Britannique,12 à 17 ans,Femmes,72.8,
Colombie-Britannique,12 à 17 ans,Femmes,74.8,
Colombie-Britannique,12 à 17 ans,Femmes,71.1,
Colombie-Britannique,18 à 34 ans,Les deux sexes,68.4,
Colombie-Britannique,18 à 34 ans,Les deux sexes,71.7,
Colombie-Britannique,18 à 34 ans,Les deux sexes,67.5,
Colombie-Britannique,18 à 34 ans,Les deux sexes,62.5,
Colombie-Britannique,18 à 34 ans,Les deux sexes,58.5,
Colombie-Britannique,18 à 34 ans,Hommes,72.1,
Colombie-Britannique,18 à 34 ans,Hommes,73.5,
Colombie-Britannique,18 à 34 ans,Hommes,73.7,
Colombie-Britannique,18 à 34 ans,Hommes,67.7,
Colombie-Britannique,18 à 34 ans,Hommes,66.4,
Colombie-Britannique,18 à 34 ans,Femmes,64.6,
Colombie-Britannique,18 à 34 ans,Femmes,69.9,
Colombie-Britannique,18 à 34 ans,Femmes,61.3,
Colombie-Britannique,18 à 34 ans,Femmes,57.1,
Colombie-Britannique,18 à 34 ans,Femmes,50.6,
Colombie-Britannique,35 à 49 ans,Les deux sexes,67.4,
Colombie-Britannique,35 à 49 ans,Les deux sexes,70.2,
Colombie-Britannique,35 à 49 ans,Les deux sexes,69.1,
Colombie-Britannique,35 à 49 ans,Les deux sexes,62.9,
Colombie-Britannique,35 à 49 ans,Les deux sexes,65.3,
Colombie-Britannique,35 à 49 ans,Hommes,73.1,
Colombie-Britannique,35 à 49 ans,Hommes,74.5,
Colombie-Britannique,35 à 49 ans,Hommes,70.7,
Colombie-Britannique,35 à 49 ans,Hommes,66.2,
Colombie-Britannique,35 à 49 ans,Hommes,68.1,
Colombie-Britannique,35 à 49 ans,Femmes,62.1,
Colombie-Britannique,35 à 49 ans,Femmes,66.1,
Colombie-Britannique,35 à 49 ans,Femmes,67.7,
Colombie-Britannique,35 à 49 ans,Femmes,59.9,
Colombie-Britannique,35 à 49 ans,Femmes,62.6,
Colombie-Britannique,50 à 64 ans,Les deux sexes,69.6,
Colombie-Britannique,50 à 64 ans,Les deux sexes,68.2,
Colombie-Britannique,50 à 64 ans,Les deux sexes,65.4,
Colombie-Britannique,50 à 64 ans,Les deux sexes,66.3,
Colombie-Britannique,50 à 64 ans,Les deux sexes,66.9,
Colombie-Britannique,50 à 64 ans,Hommes,71.5,
Colombie-Britannique,50 à 64 ans,Hommes,66.4,
Colombie-Britannique,50 à 64 ans,Hommes,70.9,
Colombie-Britannique,50 à 64 ans,Hommes,67.7,
Colombie-Britannique,50 à 64 ans,Hommes,69.6,
Colombie-Britannique,50 à 64 ans,Femmes,67.6,
Colombie-Britannique,50 à 64 ans,Femmes,69.8,
Colombie-Britannique,50 à 64 ans,Femmes,60.3,
Colombie-Britannique,50 à 64 ans,Femmes,64.9,
Colombie-Britannique,50 à 64 ans,Femmes,64.3,
Colombie-Britannique,65 ans et plus,Les deux sexes,64.9,
Colombie-Britannique,65 ans et plus,Les deux sexes,66.3,
Colombie-Britannique,65 ans et plus,Les deux sexes,68.9,
Colombie-Britannique,65 ans et plus,Les deux sexes,69.4,
Colombie-Britannique,65 ans et plus,Les deux sexes,67.0,
Colombie-Britannique,65 ans et plus,Hommes,65.4,
Colombie-Britannique,65 ans et plus,Hommes,64.9,
Colombie-Britannique,65 ans et plus,Hommes,69.2,
Colombie-Britannique,65 ans et plus,Hommes,70.0,
Colombie-Britannique,65 ans et plus,Hommes,69.8,
Colombie-Britannique,65 ans et plus,Femmes,64.4,
