Year,Units,Géographie,Type de famille économique,GeoCode,Value
2017,Dollars constants de 2024,Colombie-Britannique,Couples avec des enfants,59,126000.0
2017,Dollars constants de 2024,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,155100.0
2017,Dollars constants de 2024,Colombie-Britannique,One-parent families,59,60400.0
2017,Dollars constants de 2024,Colombie-Britannique,One-parent families in which the parent is a man+,59,72500.0
2017,Dollars constants de 2024,Colombie-Britannique,One-parent families in which the parent is a woman+,59,60200.0
2017,Dollars constants de 2024,Colombie-Britannique,Autres familles de personnes non âgées,59,84600.0
2017,Dollars constants de 2024,Colombie-Britannique,Personnes hors famille économique,59,36000.0
2017,Dollars constants de 2024,Colombie-Britannique,Personnes âgées hors famille économique,59,35200.0
2017,Dollars constants de 2024,Colombie-Britannique,Senior men+ not in an economic family,59,41300.0
2017,Dollars constants de 2024,Colombie-Britannique,Senior women+ not in an economic family,59,34400.0
2017,Dollars constants de 2024,Colombie-Britannique,Personnes non âgées hors famille économique,59,36500.0
2017,Dollars constants de 2024,Colombie-Britannique,Non-senior men+ not in an economic family,59,39300.0
2017,Dollars constants de 2024,Colombie-Britannique,Non-senior women+ not in an economic family,59,32100.0
2017,Dollars constants de 2024,"Québec, Québec",Familles économiques et personnes hors famille économique,,77200.0
2017,Dollars constants de 2024,"Québec, Québec",Familles économiques,,100700.0
2017,Dollars constants de 2024,"Québec, Québec",Familles de personnes âgées,,76200.0
2017,Dollars constants de 2024,"Québec, Québec",Couples de personnes âgées,,74600.0
2017,Dollars constants de 2024,"Québec, Québec",Autres familles de personnes âgées,,
2017,Dollars constants de 2024,"Québec, Québec",Familles de personnes non âgées,,107200.0
2017,Dollars constants de 2024,"Québec, Québec",Couples,,94000.0
2017,Dollars constants de 2024,"Québec, Québec",Couples avec des enfants,,124900.0
2017,Dollars constants de 2024,"Québec, Québec",Couples avec d'autres personnes apparentées,,136500.0
2017,Dollars constants de 2024,"Québec, Québec",One-parent families,,74300.0
2017,Dollars constants de 2024,"Québec, Québec",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Québec, Québec",One-parent families in which the parent is a woman+,,82700.0
2017,Dollars constants de 2024,"Québec, Québec",Autres familles de personnes non âgées,,86700.0
2017,Dollars constants de 2024,"Québec, Québec",Personnes hors famille économique,,39000.0
2017,Dollars constants de 2024,"Québec, Québec",Personnes âgées hors famille économique,,30300.0
2017,Dollars constants de 2024,"Québec, Québec",Senior men+ not in an economic family,,35700.0
2017,Dollars constants de 2024,"Québec, Québec",Senior women+ not in an economic family,,30100.0
2017,Dollars constants de 2024,"Québec, Québec",Personnes non âgées hors famille économique,,42300.0
2017,Dollars constants de 2024,"Québec, Québec",Non-senior men+ not in an economic family,,45500.0
2017,Dollars constants de 2024,"Québec, Québec",Non-senior women+ not in an economic family,,38300.0
2017,Dollars constants de 2024,"Montréal, Québec",Familles économiques et personnes hors famille économique,,63600.0
2017,Dollars constants de 2024,"Montréal, Québec",Familles économiques,,93000.0
2017,Dollars constants de 2024,"Montréal, Québec",Familles de personnes âgées,,71200.0
2017,Dollars constants de 2024,"Montréal, Québec",Couples de personnes âgées,,71300.0
2017,Dollars constants de 2024,"Montréal, Québec",Autres familles de personnes âgées,,70000.0
2017,Dollars constants de 2024,"Montréal, Québec",Familles de personnes non âgées,,99100.0
2017,Dollars constants de 2024,"Montréal, Québec",Couples,,82100.0
2017,Dollars constants de 2024,"Montréal, Québec",Couples avec des enfants,,110400.0
2017,Dollars constants de 2024,"Montréal, Québec",Couples avec d'autres personnes apparentées,,145600.0
2017,Dollars constants de 2024,"Montréal, Québec",One-parent families,,66300.0
2017,Dollars constants de 2024,"Montréal, Québec",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Montréal, Québec",One-parent families in which the parent is a woman+,,64500.0
2017,Dollars constants de 2024,"Montréal, Québec",Autres familles de personnes non âgées,,72500.0
2017,Dollars constants de 2024,"Montréal, Québec",Personnes hors famille économique,,36100.0
2017,Dollars constants de 2024,"Montréal, Québec",Personnes âgées hors famille économique,,30600.0
2017,Dollars constants de 2024,"Montréal, Québec",Senior men+ not in an economic family,,33100.0
2017,Dollars constants de 2024,"Montréal, Québec",Senior women+ not in an economic family,,28900.0
2017,Dollars constants de 2024,"Montréal, Québec",Personnes non âgées hors famille économique,,39500.0
2017,Dollars constants de 2024,"Montréal, Québec",Non-senior men+ not in an economic family,,39900.0
2017,Dollars constants de 2024,"Montréal, Québec",Non-senior women+ not in an economic family,,38000.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,77800.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,116100.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,96200.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,96100.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,99000.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,118900.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Couples,,116800.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,131600.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,183900.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",One-parent families,,69500.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",One-parent families in which the parent is a woman+,,58700.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,90800.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,44900.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,40900.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Senior men+ not in an economic family,,32800.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Senior women+ not in an economic family,,43300.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Personnes non âgées hors famille économique,,45600.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Non-senior men+ not in an economic family,,46700.0
2017,Dollars constants de 2024,"Ottawa-Gatineau, Ontario/Québec",Non-senior women+ not in an economic family,,44900.0
2017,Dollars constants de 2024,"Toronto, Ontario",Familles économiques et personnes hors famille économique,,82700.0
2017,Dollars constants de 2024,"Toronto, Ontario",Familles économiques,,109400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Familles de personnes âgées,,85400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Couples de personnes âgées,,77400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Autres familles de personnes âgées,,111400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Familles de personnes non âgées,,113800.0
2017,Dollars constants de 2024,"Toronto, Ontario",Couples,,109600.0
2017,Dollars constants de 2024,"Toronto, Ontario",Couples avec des enfants,,120900.0
2017,Dollars constants de 2024,"Toronto, Ontario",Couples avec d'autres personnes apparentées,,147800.0
2017,Dollars constants de 2024,"Toronto, Ontario",One-parent families,,67700.0
2017,Dollars constants de 2024,"Toronto, Ontario",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Toronto, Ontario",One-parent families in which the parent is a woman+,,67000.0
2017,Dollars constants de 2024,"Toronto, Ontario",Autres familles de personnes non âgées,,94200.0
2017,Dollars constants de 2024,"Toronto, Ontario",Personnes hors famille économique,,40400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Personnes âgées hors famille économique,,36700.0
2017,Dollars constants de 2024,"Toronto, Ontario",Senior men+ not in an economic family,,35500.0
2017,Dollars constants de 2024,"Toronto, Ontario",Senior women+ not in an economic family,,38100.0
2017,Dollars constants de 2024,"Toronto, Ontario",Personnes non âgées hors famille économique,,40700.0
2017,Dollars constants de 2024,"Toronto, Ontario",Non-senior men+ not in an economic family,,40400.0
2017,Dollars constants de 2024,"Toronto, Ontario",Non-senior women+ not in an economic family,,40900.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Familles économiques et personnes hors famille économique,,70100.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Familles économiques,,100000.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Familles de personnes âgées,,75700.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Couples de personnes âgées,,73800.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Autres familles de personnes âgées,,88900.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Familles de personnes non âgées,,106300.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Couples,,97500.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Couples avec des enfants,,111400.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Couples avec d'autres personnes apparentées,,156900.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",One-parent families,,59800.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",One-parent families in which the parent is a man+,,78300.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",One-parent families in which the parent is a woman+,,53500.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Autres familles de personnes non âgées,,88400.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Personnes hors famille économique,,36300.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Personnes âgées hors famille économique,,36400.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Senior men+ not in an economic family,,39000.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Senior women+ not in an economic family,,36400.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,,36300.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Non-senior men+ not in an economic family,,37400.0
2017,Dollars constants de 2024,"Winnipeg, Manitoba",Non-senior women+ not in an economic family,,35000.0
2017,Dollars constants de 2024,"Calgary, Alberta",Familles économiques et personnes hors famille économique,,92200.0
2017,Dollars constants de 2024,"Calgary, Alberta",Familles économiques,,124200.0
2017,Dollars constants de 2024,"Calgary, Alberta",Familles de personnes âgées,,102000.0
2017,Dollars constants de 2024,"Calgary, Alberta",Couples de personnes âgées,,88600.0
2017,Dollars constants de 2024,"Calgary, Alberta",Autres familles de personnes âgées,,
2017,Dollars constants de 2024,"Calgary, Alberta",Familles de personnes non âgées,,126800.0
2017,Dollars constants de 2024,"Calgary, Alberta",Couples,,124200.0
2017,Dollars constants de 2024,"Calgary, Alberta",Couples avec des enfants,,126800.0
2017,Dollars constants de 2024,"Calgary, Alberta",Couples avec d'autres personnes apparentées,,168600.0
2017,Dollars constants de 2024,"Calgary, Alberta",One-parent families,,74600.0
2017,Dollars constants de 2024,"Calgary, Alberta",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Calgary, Alberta",One-parent families in which the parent is a woman+,,65200.0
2017,Dollars constants de 2024,"Calgary, Alberta",Autres familles de personnes non âgées,,107900.0
2017,Dollars constants de 2024,"Calgary, Alberta",Personnes hors famille économique,,49300.0
2017,Dollars constants de 2024,"Calgary, Alberta",Personnes âgées hors famille économique,,38700.0
2017,Dollars constants de 2024,"Calgary, Alberta",Senior men+ not in an economic family,,
2017,Dollars constants de 2024,"Calgary, Alberta",Senior women+ not in an economic family,,38900.0
2017,Dollars constants de 2024,"Calgary, Alberta",Personnes non âgées hors famille économique,,52000.0
2017,Dollars constants de 2024,"Calgary, Alberta",Non-senior men+ not in an economic family,,52000.0
2017,Dollars constants de 2024,"Calgary, Alberta",Non-senior women+ not in an economic family,,50600.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Familles économiques et personnes hors famille économique,,87100.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Familles économiques,,130100.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Familles de personnes âgées,,94600.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Couples de personnes âgées,,84200.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Autres familles de personnes âgées,,105600.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Familles de personnes non âgées,,136400.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Couples,,114000.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Couples avec des enfants,,142800.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Couples avec d'autres personnes apparentées,,184600.0
2017,Dollars constants de 2024,"Edmonton, Alberta",One-parent families,,73300.0
2017,Dollars constants de 2024,"Edmonton, Alberta",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Edmonton, Alberta",One-parent families in which the parent is a woman+,,62400.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Autres familles de personnes non âgées,,131500.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Personnes hors famille économique,,43800.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Personnes âgées hors famille économique,,44100.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Senior men+ not in an economic family,,51600.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Senior women+ not in an economic family,,42500.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Personnes non âgées hors famille économique,,43700.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Non-senior men+ not in an economic family,,50700.0
2017,Dollars constants de 2024,"Edmonton, Alberta",Non-senior women+ not in an economic family,,40700.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Familles économiques et personnes hors famille économique,,78800.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Familles économiques,,107900.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Familles de personnes âgées,,85900.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Couples de personnes âgées,,89700.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Autres familles de personnes âgées,,78600.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Familles de personnes non âgées,,114700.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Couples,,104200.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Couples avec des enfants,,127300.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Couples avec d'autres personnes apparentées,,156500.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",One-parent families,,72500.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",One-parent families in which the parent is a man+,,
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",One-parent families in which the parent is a woman+,,69600.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Autres familles de personnes non âgées,,83200.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Personnes hors famille économique,,36900.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Personnes âgées hors famille économique,,37100.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Senior men+ not in an economic family,,57800.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Senior women+ not in an economic family,,33800.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,36900.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Non-senior men+ not in an economic family,,38200.0
2017,Dollars constants de 2024,"Vancouver, Colombie-Britannique",Non-senior women+ not in an economic family,,33900.0
2018,Dollars constants de 2024,Canada,Familles économiques,,102900.0
2018,Dollars constants de 2024,Canada,Familles de personnes âgées,,76400.0
2018,Dollars constants de 2024,Canada,Couples de personnes âgées,,74100.0
2018,Dollars constants de 2024,Canada,Autres familles de personnes âgées,,84300.0
2018,Dollars constants de 2024,Canada,Familles de personnes non âgées,,110500.0
2018,Dollars constants de 2024,Canada,Couples,,98400.0
2018,Dollars constants de 2024,Canada,Couples avec des enfants,,123100.0
2018,Dollars constants de 2024,Canada,Couples avec d'autres personnes apparentées,,151300.0
2018,Dollars constants de 2024,Canada,One-parent families,,63100.0
2018,Dollars constants de 2024,Canada,One-parent families in which the parent is a man+,,72500.0
2018,Dollars constants de 2024,Canada,One-parent families in which the parent is a woman+,,61200.0
2018,Dollars constants de 2024,Canada,Autres familles de personnes non âgées,,91100.0
2018,Dollars constants de 2024,Canada,Personnes hors famille économique,,37000.0
2018,Dollars constants de 2024,Canada,Personnes âgées hors famille économique,,33800.0
2018,Dollars constants de 2024,Canada,Senior men+ not in an economic family,,36100.0
2018,Dollars constants de 2024,Canada,Senior women+ not in an economic family,,33500.0
2018,Dollars constants de 2024,Canada,Personnes non âgées hors famille économique,,38800.0
2018,Dollars constants de 2024,Canada,Non-senior men+ not in an economic family,,40200.0
2018,Dollars constants de 2024,Canada,Non-senior women+ not in an economic family,,37000.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Familles économiques et personnes hors famille économique,,64100.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Familles économiques,,86600.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Familles de personnes âgées,,67700.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Couples de personnes âgées,,66900.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Autres familles de personnes âgées,,73300.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Familles de personnes non âgées,,95300.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Couples,,85800.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Couples avec des enfants,,114400.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Couples avec d'autres personnes apparentées,,129600.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,One-parent families,,57500.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,One-parent families in which the parent is a man+,,64400.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,One-parent families in which the parent is a woman+,,54900.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Autres familles de personnes non âgées,,75900.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Personnes hors famille économique,,32600.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Personnes âgées hors famille économique,,30000.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Senior men+ not in an economic family,,31300.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Senior women+ not in an economic family,,29600.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Personnes non âgées hors famille économique,,34500.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Non-senior men+ not in an economic family,,36900.0
2018,Dollars constants de 2024,Provinces de l'Atlantique,Non-senior women+ not in an economic family,,32800.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Familles économiques et personnes hors famille économique,10,67900.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Familles économiques,10,86100.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Familles de personnes âgées,10,62100.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Couples de personnes âgées,10,59500.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Autres familles de personnes âgées,10,73300.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Familles de personnes non âgées,10,101300.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Couples,10,87200.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Couples avec des enfants,10,123000.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Couples avec d'autres personnes apparentées,10,130300.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,One-parent families,10,57500.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,One-parent families in which the parent is a man+,10,
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,One-parent families in which the parent is a woman+,10,53800.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Autres familles de personnes non âgées,10,80500.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Personnes hors famille économique,10,31700.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,10,28400.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Senior men+ not in an economic family,10,30200.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Senior women+ not in an economic family,10,27700.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,10,35100.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Non-senior men+ not in an economic family,10,40400.0
2018,Dollars constants de 2024,Terre-Neuve-et-Labrador,Non-senior women+ not in an economic family,10,32500.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Familles économiques et personnes hors famille économique,11,66600.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Familles économiques,11,87200.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Familles de personnes âgées,11,73200.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Couples de personnes âgées,11,70900.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Autres familles de personnes âgées,11,77900.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Familles de personnes non âgées,11,93200.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Couples,11,83500.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Couples avec des enfants,11,101900.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Couples avec d'autres personnes apparentées,11,148900.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,One-parent families,11,64400.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,One-parent families in which the parent is a man+,11,
2018,Dollars constants de 2024,Île-du-Prince-Édouard,One-parent families in which the parent is a woman+,11,57300.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Autres familles de personnes non âgées,11,75100.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Personnes hors famille économique,11,30500.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Personnes âgées hors famille économique,11,28500.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Senior men+ not in an economic family,11,29000.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Senior women+ not in an economic family,11,28400.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Personnes non âgées hors famille économique,11,32500.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Non-senior men+ not in an economic family,11,34600.0
2018,Dollars constants de 2024,Île-du-Prince-Édouard,Non-senior women+ not in an economic family,11,30300.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Familles économiques et personnes hors famille économique,12,61600.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Familles économiques,12,86700.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Familles de personnes âgées,12,68900.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Couples de personnes âgées,12,68400.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Autres familles de personnes âgées,12,70800.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Familles de personnes non âgées,12,94200.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Couples,12,86100.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Couples avec des enfants,12,113900.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Couples avec d'autres personnes apparentées,12,126100.0
2018,Dollars constants de 2024,Nouvelle-Écosse,One-parent families,12,58800.0
2018,Dollars constants de 2024,Nouvelle-Écosse,One-parent families in which the parent is a man+,12,65400.0
2018,Dollars constants de 2024,Nouvelle-Écosse,One-parent families in which the parent is a woman+,12,55100.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Autres familles de personnes non âgées,12,75100.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Personnes hors famille économique,12,34400.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Personnes âgées hors famille économique,12,30900.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Senior men+ not in an economic family,12,32700.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Senior women+ not in an economic family,12,30500.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Personnes non âgées hors famille économique,12,35500.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Non-senior men+ not in an economic family,12,38600.0
2018,Dollars constants de 2024,Nouvelle-Écosse,Non-senior women+ not in an economic family,12,33100.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Familles économiques et personnes hors famille économique,13,64200.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Familles économiques,13,86600.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Familles de personnes âgées,13,68300.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Couples de personnes âgées,13,68100.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Autres familles de personnes âgées,13,76500.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Familles de personnes non âgées,13,94400.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Couples,13,85200.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Couples avec des enfants,13,111500.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Couples avec d'autres personnes apparentées,13,133800.0
2018,Dollars constants de 2024,Nouveau-Brunswick,One-parent families,13,57100.0
2018,Dollars constants de 2024,Nouveau-Brunswick,One-parent families in which the parent is a man+,13,58000.0
2018,Dollars constants de 2024,Nouveau-Brunswick,One-parent families in which the parent is a woman+,13,57100.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Autres familles de personnes non âgées,13,76700.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Personnes hors famille économique,13,31800.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Personnes âgées hors famille économique,13,30300.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Senior men+ not in an economic family,13,30300.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Senior women+ not in an economic family,13,30300.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Personnes non âgées hors famille économique,13,33200.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Non-senior men+ not in an economic family,13,33600.0
2018,Dollars constants de 2024,Nouveau-Brunswick,Non-senior women+ not in an economic family,13,32800.0
2018,Dollars constants de 2024,Québec,Familles économiques et personnes hors famille économique,24,63000.0
2018,Dollars constants de 2024,Québec,Familles économiques,24,91500.0
2018,Dollars constants de 2024,Québec,Familles de personnes âgées,24,66800.0
2018,Dollars constants de 2024,Québec,Couples de personnes âgées,24,65600.0
2018,Dollars constants de 2024,Québec,Autres familles de personnes âgées,24,74900.0
2018,Dollars constants de 2024,Québec,Familles de personnes non âgées,24,99700.0
2018,Dollars constants de 2024,Québec,Couples,24,87000.0
2018,Dollars constants de 2024,Québec,Couples avec des enfants,24,113200.0
2018,Dollars constants de 2024,Québec,Couples avec d'autres personnes apparentées,24,142400.0
2018,Dollars constants de 2024,Québec,One-parent families,24,63100.0
2018,Dollars constants de 2024,Québec,One-parent families in which the parent is a man+,24,75800.0
2018,Dollars constants de 2024,Québec,One-parent families in which the parent is a woman+,24,61200.0
2018,Dollars constants de 2024,Québec,Autres familles de personnes non âgées,24,81900.0
2018,Dollars constants de 2024,Québec,Personnes hors famille économique,24,34800.0
2018,Dollars constants de 2024,Québec,Personnes âgées hors famille économique,24,30200.0
2018,Dollars constants de 2024,Québec,Senior men+ not in an economic family,24,31100.0
2018,Dollars constants de 2024,Québec,Senior women+ not in an economic family,24,29900.0
2018,Dollars constants de 2024,Québec,Personnes non âgées hors famille économique,24,38100.0
2018,Dollars constants de 2024,Québec,Non-senior men+ not in an economic family,24,40000.0
2018,Dollars constants de 2024,Québec,Non-senior women+ not in an economic family,24,35900.0
