Year,Géographie,Infractions,GeoCode,Value
2022,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.31
2022,Colombie-Britannique,Agression sexuelle de niveau 1,59,83.94
2022,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,29.73
2022,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.76
2022,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,205.7
2022,Colombie-Britannique,Voies de fait simples (niveau 1),59,530.54
2022,Colombie-Britannique,Total des vols qualifiés,59,55.65
2022,Colombie-Britannique,Menaces,59,297.4
2022,Colombie-Britannique,Total des autres infractions avec violence,59,14.28
2022,Yukon,Total des infractions de violence prévues au Code criminel,60,5242.88
2022,Yukon,Homicide,60,4.56
2022,Yukon,Total des autres infractions entraînant la mort,60,0.0
2022,Yukon,Tentative de meurtre,60,6.84
2022,Yukon,Agression sexuelle grave (niveau 3),60,2.28
2022,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,4.56
2022,Yukon,Agression sexuelle de niveau 1,60,305.45
2022,Yukon,Total des infractions sexuelles contre les enfants,60,59.27
2022,Yukon,Voies de fait graves (niveau 3),60,59.27
2022,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,631.43
2022,Yukon,Voies de fait simples (niveau 1),60,2313.71
2022,Yukon,Total des vols qualifiés,60,82.06
2022,Yukon,Menaces,60,948.28
2022,Yukon,Total des autres infractions avec violence,60,41.03
2022,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,12663.84
2022,Territoires du Nord-Ouest,Homicide,61,6.72
2022,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2022,Territoires du Nord-Ouest,Tentative de meurtre,61,2.24
2022,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.24
2022,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,11.2
2022,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,517.58
2022,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,170.29
2022,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,123.23
2022,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,1494.48
2022,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,6914.48
2022,Territoires du Nord-Ouest,Total des vols qualifiés,61,120.99
2022,Territoires du Nord-Ouest,Menaces,61,1920.19
2022,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,98.59
2022,Nunavut,Total des infractions de violence prévues au Code criminel,62,12467.06
2022,Nunavut,Homicide,62,2.46
2022,Nunavut,Total des autres infractions entraînant la mort,62,2.46
2022,Nunavut,Tentative de meurtre,62,14.78
2022,Nunavut,Agression sexuelle grave (niveau 3),62,7.39
2022,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,2.46
2022,Nunavut,Agression sexuelle de niveau 1,62,603.4
2022,Nunavut,Total des infractions sexuelles contre les enfants,62,386.67
2022,Nunavut,Voies de fait graves (niveau 3),62,108.37
2022,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1817.6
2022,Nunavut,Voies de fait simples (niveau 1),62,6287.71
2022,Nunavut,Total des vols qualifiés,62,19.7
2022,Nunavut,Menaces,62,1876.71
2022,Nunavut,Total des autres infractions avec violence,62,108.37
2023,Canada,Homicide,,1.99
2023,Canada,Total des autres infractions entraînant la mort,,0.3
2023,Canada,Tentative de meurtre,,2.1
2023,Canada,Agression sexuelle grave (niveau 3),,0.27
2023,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.92
2023,Canada,Agression sexuelle de niveau 1,,90.11
2023,Canada,Total des infractions sexuelles contre les enfants,,29.85
2023,Canada,Voies de fait graves (niveau 3),,11.18
2023,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,213.48
2023,Canada,Voies de fait simples (niveau 1),,524.1
2023,Canada,Total des vols qualifiés,,59.46
2023,Canada,Menaces,,236.29
2023,Canada,Total des autres infractions avec violence,,24.13
2023,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1895.55
2023,Terre-Neuve-et-Labrador,Homicide,10,1.48
2023,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.0
2023,Terre-Neuve-et-Labrador,Tentative de meurtre,10,1.11
2023,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2023,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,3.16
2023,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,95.03
2023,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,33.78
2023,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,11.88
2023,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,197.11
2023,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,718.09
2023,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,34.71
2023,Terre-Neuve-et-Labrador,Menaces,10,454.72
2023,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,29.88
2023,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1631.23
2023,Île-du-Prince-Édouard,Homicide,11,0.58
2023,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2023,Île-du-Prince-Édouard,Tentative de meurtre,11,2.88
2023,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.58
2023,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.58
2023,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,85.19
2023,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,39.72
2023,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,5.76
2023,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,111.66
2023,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,532.42
2023,Île-du-Prince-Édouard,Total des vols qualifiés,11,14.97
2023,Île-du-Prince-Édouard,Menaces,11,330.97
2023,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,36.26
2023,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1628.29
2023,Nouvelle-Écosse,Homicide,12,1.33
2023,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.47
2023,Nouvelle-Écosse,Tentative de meurtre,12,3.13
2023,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.76
2023,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,2.09
2023,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,87.75
2023,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,30.48
2023,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,8.36
2023,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,171.22
2023,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,548.05
2023,Nouvelle-Écosse,Total des vols qualifiés,12,36.75
2023,Nouvelle-Écosse,Menaces,12,364.86
2023,Nouvelle-Écosse,Total des autres infractions avec violence,12,36.66
2023,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1829.02
2023,Nouveau-Brunswick,Homicide,13,1.08
2023,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.84
2023,Nouveau-Brunswick,Tentative de meurtre,13,2.05
2023,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.0
2023,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,1.68
2023,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,102.03
2023,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,27.91
2023,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,10.35
2023,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,199.98
2023,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,651.42
2023,Nouveau-Brunswick,Total des vols qualifiés,13,20.82
2023,Nouveau-Brunswick,Menaces,13,398.87
2023,Nouveau-Brunswick,Total des autres infractions avec violence,13,24.91
2023,Québec,Total des infractions de violence prévues au Code criminel,24,1360.57
2023,Québec,Homicide,24,1.2
2023,Québec,Total des autres infractions entraînant la mort,24,0.5
2023,Québec,Tentative de meurtre,24,2.82
2023,Québec,Agression sexuelle grave (niveau 3),24,0.33
2023,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.69
2023,Québec,Agression sexuelle de niveau 1,24,97.28
2023,Québec,Total des infractions sexuelles contre les enfants,24,42.26
2023,Québec,Voies de fait graves (niveau 3),24,4.13
2023,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,184.06
2023,Québec,Voies de fait simples (niveau 1),24,485.26
2023,Québec,Total des vols qualifiés,24,40.54
2023,Québec,Menaces,24,238.07
2023,Québec,Total des autres infractions avec violence,24,33.29
2023,Ontario,Total des infractions de violence prévues au Code criminel,35,1067.71
2023,Ontario,Homicide,35,1.74
2023,Ontario,Total des autres infractions entraînant la mort,35,0.19
2023,Ontario,Tentative de meurtre,35,2.0
2023,Ontario,Agression sexuelle grave (niveau 3),35,0.22
2023,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.84
2023,Ontario,Agression sexuelle de niveau 1,35,78.95
2023,Ontario,Total des infractions sexuelles contre les enfants,35,17.14
2023,Ontario,Voies de fait graves (niveau 3),35,7.14
2023,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,152.42
2023,Ontario,Voies de fait simples (niveau 1),35,387.76
2023,Ontario,Total des vols qualifiés,35,53.57
2023,Ontario,Menaces,35,160.57
2023,Ontario,Total des autres infractions avec violence,35,18.44
2023,Manitoba,Total des infractions de violence prévues au Code criminel,46,2563.99
2023,Manitoba,Homicide,46,5.16
2023,Manitoba,Total des autres infractions entraînant la mort,46,0.41
2023,Manitoba,Tentative de meurtre,46,1.58
2023,Manitoba,Agression sexuelle grave (niveau 3),46,0.28
2023,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,1.51
2023,Manitoba,Agression sexuelle de niveau 1,46,123.31
2023,Manitoba,Total des infractions sexuelles contre les enfants,46,49.06
2023,Manitoba,Voies de fait graves (niveau 3),46,52.23
2023,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,534.41
2023,Manitoba,Voies de fait simples (niveau 1),46,982.66
2023,Manitoba,Total des vols qualifiés,46,233.0
2023,Manitoba,Menaces,46,334.23
2023,Manitoba,Total des autres infractions avec violence,46,24.36
2023,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2674.06
2023,Saskatchewan,Homicide,47,4.87
2023,Saskatchewan,Total des autres infractions entraînant la mort,47,0.25
2023,Saskatchewan,Tentative de meurtre,47,5.54
2023,Saskatchewan,Agression sexuelle grave (niveau 3),47,0.5
2023,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,2.4
2023,Saskatchewan,Agression sexuelle de niveau 1,47,128.82
2023,Saskatchewan,Total des infractions sexuelles contre les enfants,47,48.58
2023,Saskatchewan,Voies de fait graves (niveau 3),47,45.28
2023,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,530.14
2023,Saskatchewan,Voies de fait simples (niveau 1),47,1013.09
2023,Saskatchewan,Total des vols qualifiés,47,113.53
2023,Saskatchewan,Menaces,47,346.12
2023,Saskatchewan,Total des autres infractions avec violence,47,35.61
2023,Alberta,Total des infractions de violence prévues au Code criminel,48,1618.1
2023,Alberta,Homicide,48,2.5
2023,Alberta,Total des autres infractions entraînant la mort,48,0.26
2023,Alberta,Tentative de meurtre,48,1.19
2023,Alberta,Agression sexuelle grave (niveau 3),48,0.32
2023,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,2.75
2023,Alberta,Agression sexuelle de niveau 1,48,92.29
2023,Alberta,Total des infractions sexuelles contre les enfants,48,32.36
2023,Alberta,Voies de fait graves (niveau 3),48,19.3
2023,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,275.2
2023,Alberta,Voies de fait simples (niveau 1),48,591.44
2023,Alberta,Total des vols qualifiés,48,70.83
2023,Alberta,Menaces,48,220.13
2023,Alberta,Total des autres infractions avec violence,48,26.0
2023,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1572.37
2023,Colombie-Britannique,Homicide,59,2.23
2023,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.22
2023,Colombie-Britannique,Tentative de meurtre,59,1.29
2023,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.09
2023,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.45
2023,Colombie-Britannique,Agression sexuelle de niveau 1,59,79.56
2023,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,29.83
2023,Colombie-Britannique,Voies de fait graves (niveau 3),59,7.14
2023,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,216.25
2023,Colombie-Britannique,Voies de fait simples (niveau 1),59,533.64
2023,Colombie-Britannique,Total des vols qualifiés,59,52.49
2023,Colombie-Britannique,Menaces,59,308.0
2023,Colombie-Britannique,Total des autres infractions avec violence,59,16.08
2023,Yukon,Total des infractions de violence prévues au Code criminel,60,4986.9
2023,Yukon,Homicide,60,8.81
2023,Yukon,Total des autres infractions entraînant la mort,60,2.2
2023,Yukon,Tentative de meurtre,60,2.2
2023,Yukon,Agression sexuelle grave (niveau 3),60,0.0
2023,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,6.61
2023,Yukon,Agression sexuelle de niveau 1,60,235.58
2023,Yukon,Total des infractions sexuelles contre les enfants,60,81.46
2023,Yukon,Voies de fait graves (niveau 3),60,37.43
2023,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,587.86
2023,Yukon,Voies de fait simples (niveau 1),60,2221.54
2023,Yukon,Total des vols qualifiés,60,77.06
2023,Yukon,Menaces,60,867.48
2023,Yukon,Total des autres infractions avec violence,60,61.65
2023,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,11709.33
2023,Territoires du Nord-Ouest,Homicide,61,13.45
2023,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2023,Territoires du Nord-Ouest,Tentative de meurtre,61,2.24
2023,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,2.24
2023,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,6.72
2023,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,455.01
2023,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,132.25
2023,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,96.38
2023,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,1380.73
2023,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,6435.2
2023,Territoires du Nord-Ouest,Total des vols qualifiés,61,121.04
2023,Territoires du Nord-Ouest,Menaces,61,1806.61
2023,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,91.9
2023,Nunavut,Total des infractions de violence prévues au Code criminel,62,13271.09
2023,Nunavut,Homicide,62,4.89
2023,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2023,Nunavut,Tentative de meurtre,62,0.0
2023,Nunavut,Agression sexuelle grave (niveau 3),62,2.44
2023,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,26.88
2023,Nunavut,Agression sexuelle de niveau 1,62,618.34
2023,Nunavut,Total des infractions sexuelles contre les enfants,62,417.93
2023,Nunavut,Voies de fait graves (niveau 3),62,193.08
2023,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1918.56
2023,Nunavut,Voies de fait simples (niveau 1),62,6804.18
2023,Nunavut,Total des vols qualifiés,62,63.54
2023,Nunavut,Menaces,62,1811.03
2023,Nunavut,Total des autres infractions avec violence,62,124.65
2024,Canada,Homicide,,1.93
2024,Canada,Total des autres infractions entraînant la mort,,0.23
2024,Canada,Tentative de meurtre,,1.94
2024,Canada,Agression sexuelle grave (niveau 3),,0.32
2024,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,2.01
2024,Canada,Agression sexuelle de niveau 1,,88.19
2024,Canada,Total des infractions sexuelles contre les enfants,,32.93
2024,Canada,Voies de fait graves (niveau 3),,10.52
2024,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,214.33
2024,Canada,Voies de fait simples (niveau 1),,525.88
2024,Canada,Total des vols qualifiés,,58.67
2024,Canada,Menaces,,235.85
2024,Canada,Total des autres infractions avec violence,,24.32
2024,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1959.7
2024,Terre-Neuve-et-Labrador,Homicide,10,0.73
2024,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.18
2024,Terre-Neuve-et-Labrador,Tentative de meurtre,10,0.55
2024,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2024,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,1.65
2024,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,99.66
2024,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,29.62
2024,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,11.52
2024,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,197.67
2024,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,740.76
2024,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,32.18
2024,Terre-Neuve-et-Labrador,Menaces,10,485.67
2024,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,24.32
2024,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1514.11
2024,Île-du-Prince-Édouard,Homicide,11,1.11
2024,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2024,Île-du-Prince-Édouard,Tentative de meurtre,11,1.67
2024,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.0
2024,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,1.67
2024,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,93.48
2024,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,39.51
2024,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,2.23
2024,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,106.28
2024,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,472.43
2024,Île-du-Prince-Édouard,Total des vols qualifiés,11,13.91
2024,Île-du-Prince-Édouard,Menaces,11,303.82
2024,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,31.16
2024,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1539.39
2024,Nouvelle-Écosse,Homicide,12,2.31
2024,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.28
2024,Nouvelle-Écosse,Tentative de meurtre,12,3.6
2024,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.83
2024,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,1.57
2024,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,80.26
2024,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,31.96
2024,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,10.25
2024,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,160.88
2024,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,521.35
2024,Nouvelle-Écosse,Total des vols qualifiés,12,34.73
2024,Nouvelle-Écosse,Menaces,12,347.44
2024,Nouvelle-Écosse,Total des autres infractions avec violence,12,26.78
2024,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1762.34
2024,Nouveau-Brunswick,Homicide,13,2.1
2024,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.47
2024,Nouveau-Brunswick,Tentative de meurtre,13,1.4
2024,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.35
2024,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,2.91
2024,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,87.73
2024,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,33.9
2024,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,11.42
2024,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,199.0
2024,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,617.85
2024,Nouveau-Brunswick,Total des vols qualifiés,13,22.95
2024,Nouveau-Brunswick,Menaces,13,365.03
2024,Nouveau-Brunswick,Total des autres infractions avec violence,13,29.48
2024,Québec,Total des infractions de violence prévues au Code criminel,24,1449.46
2024,Québec,Homicide,24,1.09
2024,Québec,Total des autres infractions entraînant la mort,24,0.33
2024,Québec,Tentative de meurtre,24,2.2
2024,Québec,Agression sexuelle grave (niveau 3),24,0.6
2024,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.73
2024,Québec,Agression sexuelle de niveau 1,24,99.83
2024,Québec,Total des infractions sexuelles contre les enfants,24,45.9
2024,Québec,Voies de fait graves (niveau 3),24,4.91
2024,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,204.44
2024,Québec,Voies de fait simples (niveau 1),24,512.99
2024,Québec,Total des vols qualifiés,24,41.43
2024,Québec,Menaces,24,246.8
2024,Québec,Total des autres infractions avec violence,24,35.53
2024,Ontario,Total des infractions de violence prévues au Code criminel,35,1089.62
2024,Ontario,Homicide,35,1.77
2024,Ontario,Total des autres infractions entraînant la mort,35,0.07
2024,Ontario,Tentative de meurtre,35,2.01
2024,Ontario,Agression sexuelle grave (niveau 3),35,0.18
2024,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.96
2024,Ontario,Agression sexuelle de niveau 1,35,79.1
2024,Ontario,Total des infractions sexuelles contre les enfants,35,17.43
2024,Ontario,Voies de fait graves (niveau 3),35,6.31
2024,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,158.67
2024,Ontario,Voies de fait simples (niveau 1),35,396.15
2024,Ontario,Total des vols qualifiés,35,54.92
2024,Ontario,Menaces,35,162.2
2024,Ontario,Total des autres infractions avec violence,35,17.96
2024,Manitoba,Total des infractions de violence prévues au Code criminel,46,2448.83
2024,Manitoba,Homicide,46,6.37
2024,Manitoba,Total des autres infractions entraînant la mort,46,0.54
2024,Manitoba,Tentative de meurtre,46,1.88
2024,Manitoba,Agression sexuelle grave (niveau 3),46,0.2
2024,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,3.28
2024,Manitoba,Agression sexuelle de niveau 1,46,116.68
2024,Manitoba,Total des infractions sexuelles contre les enfants,46,47.45
2024,Manitoba,Voies de fait graves (niveau 3),46,43.56
2024,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,492.78
2024,Manitoba,Voies de fait simples (niveau 1),46,940.73
2024,Manitoba,Total des vols qualifiés,46,225.51
2024,Manitoba,Menaces,46,323.96
2024,Manitoba,Total des autres infractions avec violence,46,24.13
2024,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2672.08
2024,Saskatchewan,Homicide,47,5.29
2024,Saskatchewan,Total des autres infractions entraînant la mort,47,0.4
2024,Saskatchewan,Tentative de meurtre,47,3.85
2024,Saskatchewan,Agression sexuelle grave (niveau 3),47,0.64
2024,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,3.21
2024,Saskatchewan,Agression sexuelle de niveau 1,47,119.16
2024,Saskatchewan,Total des infractions sexuelles contre les enfants,47,52.97
2024,Saskatchewan,Voies de fait graves (niveau 3),47,46.0
2024,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,527.06
2024,Saskatchewan,Voies de fait simples (niveau 1),47,1018.06
2024,Saskatchewan,Total des vols qualifiés,47,112.19
2024,Saskatchewan,Menaces,47,357.41
2024,Saskatchewan,Total des autres infractions avec violence,47,36.06
2024,Alberta,Total des infractions de violence prévues au Code criminel,48,1555.28
2024,Alberta,Homicide,48,2.02
2024,Alberta,Total des autres infractions entraînant la mort,48,0.35
2024,Alberta,Tentative de meurtre,48,1.43
2024,Alberta,Agression sexuelle grave (niveau 3),48,0.29
2024,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,2.67
2024,Alberta,Agression sexuelle de niveau 1,48,81.89
2024,Alberta,Total des infractions sexuelles contre les enfants,48,30.64
2024,Alberta,Voies de fait graves (niveau 3),48,17.91
2024,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,262.5
2024,Alberta,Voies de fait simples (niveau 1),48,575.76
2024,Alberta,Total des vols qualifiés,48,66.14
2024,Alberta,Menaces,48,213.02
2024,Alberta,Total des autres infractions avec violence,48,26.03
2024,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1519.6
2024,Colombie-Britannique,Homicide,59,1.66
2024,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.25
2024,Colombie-Britannique,Tentative de meurtre,59,1.18
2024,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.19
2024,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.11
2024,Colombie-Britannique,Agression sexuelle de niveau 1,59,78.04
2024,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,46.68
2024,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.45
2024,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,195.31
2024,Colombie-Britannique,Voies de fait simples (niveau 1),59,516.9
2024,Colombie-Britannique,Total des vols qualifiés,59,47.2
2024,Colombie-Britannique,Menaces,59,296.68
2024,Colombie-Britannique,Total des autres infractions avec violence,59,17.51
2024,Yukon,Total des infractions de violence prévues au Code criminel,60,4910.18
2024,Yukon,Homicide,60,0.0
2024,Yukon,Total des autres infractions entraînant la mort,60,0.0
2024,Yukon,Tentative de meurtre,60,2.1
2024,Yukon,Agression sexuelle grave (niveau 3),60,0.0
2024,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,4.2
2024,Yukon,Agression sexuelle de niveau 1,60,233.22
2024,Yukon,Total des infractions sexuelles contre les enfants,60,39.92
2024,Yukon,Voies de fait graves (niveau 3),60,23.11
2024,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,697.55
2024,Yukon,Voies de fait simples (niveau 1),60,2117.87
2024,Yukon,Total des vols qualifiés,60,88.24
2024,Yukon,Menaces,60,937.07
2024,Yukon,Total des autres infractions avec violence,60,35.72
2024,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,11907.55
2024,Territoires du Nord-Ouest,Homicide,61,13.26
2024,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2024,Territoires du Nord-Ouest,Tentative de meurtre,61,2.21
2024,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,0.0
2024,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,15.47
2024,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,517.05
