Year,Géographie,Catégorie de produits,GeoCode,Value
2019,Territoires du Nord-Ouest,Textiles,61,0.04
2019,Territoires du Nord-Ouest,Véhicules,61,3.94
2019,Territoires du Nord-Ouest,Autres produits,61,0.19
2019,Nunavut,"Total, toutes les catégories de produits",62,3.65
2019,Nunavut,Matériaux de construction,62,0.02
2019,Nunavut,Équipements électriques et électroniques,62,0.17
2019,Nunavut,Emballages,62,0.17
2019,Nunavut,Films agricoles,62,0.0
2019,Nunavut,Textiles,62,0.03
2019,Nunavut,Véhicules,62,3.07
2019,Nunavut,Autres produits,62,0.19
2020,Canada,Matériaux de construction,,0.03
2020,Canada,Équipements électriques et électroniques,,0.09
2020,Canada,Matériel électronique,,0.02
2020,Canada,Gros appareils électroménagers,,0.01
2020,Canada,Autres équipements électriques et électroniques,,0.06
2020,Canada,Emballages,,0.39
2020,Canada,Bouteilles,,0.08
2020,Canada,Films,,0.19
2020,Canada,Rigides non-bouteilles,,0.11
2020,Canada,Autres produits d'emballage,,0.02
2020,Canada,Films agricoles,,0.01
2020,Canada,Textiles,,0.05
2020,Canada,Véhicules,,0.11
2020,Canada,Autres produits,,0.21
2020,Terre-Neuve-et-Labrador,"Total, toutes les catégories de produits",10,4.52
2020,Terre-Neuve-et-Labrador,Matériaux de construction,10,0.03
2020,Terre-Neuve-et-Labrador,Équipements électriques et électroniques,10,0.09
2020,Terre-Neuve-et-Labrador,Emballages,10,0.32
2020,Terre-Neuve-et-Labrador,Films agricoles,10,0.0
2020,Terre-Neuve-et-Labrador,Textiles,10,0.04
2020,Terre-Neuve-et-Labrador,Véhicules,10,3.87
2020,Terre-Neuve-et-Labrador,Autres produits,10,0.17
2020,Île-du-Prince-Édouard,"Total, toutes les catégories de produits",11,0.73
2020,Île-du-Prince-Édouard,Matériaux de construction,11,0.02
2020,Île-du-Prince-Édouard,Équipements électriques et électroniques,11,0.11
2020,Île-du-Prince-Édouard,Emballages,11,0.36
2020,Île-du-Prince-Édouard,Films agricoles,11,0.02
2020,Île-du-Prince-Édouard,Textiles,11,0.05
2020,Île-du-Prince-Édouard,Véhicules,11,0.07
2020,Île-du-Prince-Édouard,Autres produits,11,0.09
2020,Nouvelle-Écosse,"Total, toutes les catégories de produits",12,0.77
2020,Nouvelle-Écosse,Matériaux de construction,12,0.03
2020,Nouvelle-Écosse,Équipements électriques et électroniques,12,0.1
2020,Nouvelle-Écosse,Emballages,12,0.4
2020,Nouvelle-Écosse,Films agricoles,12,0.0
2020,Nouvelle-Écosse,Textiles,12,0.05
2020,Nouvelle-Écosse,Véhicules,12,0.06
2020,Nouvelle-Écosse,Autres produits,12,0.13
2020,Nouveau-Brunswick,"Total, toutes les catégories de produits",13,0.77
2020,Nouveau-Brunswick,Matériaux de construction,13,0.03
2020,Nouveau-Brunswick,Équipements électriques et électroniques,13,0.08
2020,Nouveau-Brunswick,Emballages,13,0.35
2020,Nouveau-Brunswick,Films agricoles,13,0.0
2020,Nouveau-Brunswick,Textiles,13,0.07
2020,Nouveau-Brunswick,Véhicules,13,0.04
2020,Nouveau-Brunswick,Autres produits,13,0.19
2020,Québec,"Total, toutes les catégories de produits",24,0.82
2020,Québec,Matériaux de construction,24,0.03
2020,Québec,Équipements électriques et électroniques,24,0.09
2020,Québec,Emballages,24,0.4
2020,Québec,Films agricoles,24,0.0
2020,Québec,Textiles,24,0.05
2020,Québec,Véhicules,24,0.05
2020,Québec,Autres produits,24,0.19
2020,Ontario,"Total, toutes les catégories de produits",35,0.85
2020,Ontario,Matériaux de construction,35,0.03
2020,Ontario,Équipements électriques et électroniques,35,0.1
2020,Ontario,Emballages,35,0.39
2020,Ontario,Films agricoles,35,0.0
2020,Ontario,Textiles,35,0.05
2020,Ontario,Véhicules,35,0.02
2020,Ontario,Autres produits,35,0.25
2020,Manitoba,"Total, toutes les catégories de produits",46,0.78
2020,Manitoba,Matériaux de construction,46,0.02
2020,Manitoba,Équipements électriques et électroniques,46,0.08
2020,Manitoba,Emballages,46,0.41
2020,Manitoba,Films agricoles,46,0.02
2020,Manitoba,Textiles,46,0.06
2020,Manitoba,Véhicules,46,0.05
2020,Manitoba,Autres produits,46,0.15
2020,Saskatchewan,"Total, toutes les catégories de produits",47,0.8
2020,Saskatchewan,Matériaux de construction,47,0.03
2020,Saskatchewan,Équipements électriques et électroniques,47,0.07
2020,Saskatchewan,Emballages,47,0.35
2020,Saskatchewan,Films agricoles,47,0.07
2020,Saskatchewan,Textiles,47,0.05
2020,Saskatchewan,Véhicules,47,0.04
2020,Saskatchewan,Autres produits,47,0.17
2020,Alberta,"Total, toutes les catégories de produits",48,0.8
2020,Alberta,Matériaux de construction,48,0.04
2020,Alberta,Équipements électriques et électroniques,48,0.09
2020,Alberta,Emballages,48,0.39
2020,Alberta,Films agricoles,48,0.02
2020,Alberta,Textiles,48,0.07
2020,Alberta,Véhicules,48,0.03
2020,Alberta,Autres produits,48,0.17
2020,Colombie-Britannique,"Total, toutes les catégories de produits",59,0.79
2020,Colombie-Britannique,Matériaux de construction,59,0.04
2020,Colombie-Britannique,Équipements électriques et électroniques,59,0.03
2020,Colombie-Britannique,Emballages,59,0.43
2020,Colombie-Britannique,Films agricoles,59,0.01
2020,Colombie-Britannique,Textiles,59,0.06
2020,Colombie-Britannique,Véhicules,59,0.05
2020,Colombie-Britannique,Autres produits,59,0.16
2020,Yukon,"Total, toutes les catégories de produits",60,4.68
2020,Yukon,Matériaux de construction,60,0.06
2020,Yukon,Équipements électriques et électroniques,60,0.12
2020,Yukon,Emballages,60,0.36
2020,Yukon,Films agricoles,60,0.0
2020,Yukon,Textiles,60,0.06
2020,Yukon,Véhicules,60,3.92
2020,Yukon,Autres produits,60,0.16
2020,Territoires du Nord-Ouest,"Total, toutes les catégories de produits",61,4.62
2020,Territoires du Nord-Ouest,Matériaux de construction,61,0.03
2020,Territoires du Nord-Ouest,Équipements électriques et électroniques,61,0.11
2020,Territoires du Nord-Ouest,Emballages,61,0.33
2020,Territoires du Nord-Ouest,Films agricoles,61,0.0
2020,Territoires du Nord-Ouest,Textiles,61,0.04
2020,Territoires du Nord-Ouest,Véhicules,61,3.93
2020,Territoires du Nord-Ouest,Autres produits,61,0.19
2020,Nunavut,"Total, toutes les catégories de produits",62,4.51
2020,Nunavut,Matériaux de construction,62,0.02
2020,Nunavut,Équipements électriques et électroniques,62,0.16
2020,Nunavut,Emballages,62,0.18
2020,Nunavut,Films agricoles,62,0.0
2020,Nunavut,Textiles,62,0.04
2020,Nunavut,Véhicules,62,3.92
2020,Nunavut,Autres produits,62,0.18
