Year,Géographie,Genre,Principal mode de transport pour la navette,GeoCode,Value
2021,"Ottawa - Gatineau (partie du Québec) (RMR), Qc",Femmes+,Transport actif,24505,5.59
2021,"Peterborough (RMR), Ont.",Hommes+,Transport durable,529,8.46
2021,"Peterborough (RMR), Ont.",Hommes+,Transport en commun,529,1.73
2021,"Peterborough (RMR), Ont.",Hommes+,Transport actif,529,6.76
2021,"Peterborough (RMR), Ont.",Total,Transport durable,529,9.41
2021,"Peterborough (RMR), Ont.",Total,Transport en commun,529,2.47
2021,"Peterborough (RMR), Ont.",Total,Transport actif,529,6.94
2021,"Peterborough (RMR), Ont.",Femmes+,Transport durable,529,10.44
2021,"Peterborough (RMR), Ont.",Femmes+,Transport en commun,529,3.28
2021,"Peterborough (RMR), Ont.",Femmes+,Transport actif,529,7.16
2021,"St. Catharines - Niagara (RMR), Ont.",Hommes+,Transport durable,539,5.24
2021,"St. Catharines - Niagara (RMR), Ont.",Hommes+,Transport en commun,539,1.32
2021,"St. Catharines - Niagara (RMR), Ont.",Hommes+,Transport actif,539,3.93
2021,"St. Catharines - Niagara (RMR), Ont.",Total,Transport durable,539,5.96
2021,"St. Catharines - Niagara (RMR), Ont.",Total,Transport en commun,539,1.86
2021,"St. Catharines - Niagara (RMR), Ont.",Total,Transport actif,539,4.11
2021,"St. Catharines - Niagara (RMR), Ont.",Femmes+,Transport durable,539,6.82
2021,"St. Catharines - Niagara (RMR), Ont.",Femmes+,Transport en commun,539,2.51
2021,"St. Catharines - Niagara (RMR), Ont.",Femmes+,Transport actif,539,4.32
2021,"Thunder Bay (RMR), Ont.",Hommes+,Transport durable,595,8.61
2021,"Thunder Bay (RMR), Ont.",Hommes+,Transport en commun,595,3.41
2021,"Thunder Bay (RMR), Ont.",Hommes+,Transport actif,595,5.18
2021,"Thunder Bay (RMR), Ont.",Total,Transport durable,595,8.76
2021,"Thunder Bay (RMR), Ont.",Total,Transport en commun,595,3.4
2021,"Thunder Bay (RMR), Ont.",Total,Transport actif,595,5.36
2021,"Thunder Bay (RMR), Ont.",Femmes+,Transport durable,595,8.95
2021,"Thunder Bay (RMR), Ont.",Femmes+,Transport en commun,595,3.37
2021,"Thunder Bay (RMR), Ont.",Femmes+,Transport actif,595,5.55
2021,"Toronto (RMR), Ont.",Hommes+,Transport durable,535,16.51
2021,"Toronto (RMR), Ont.",Hommes+,Transport en commun,535,11.61
2021,"Toronto (RMR), Ont.",Hommes+,Transport actif,535,4.9
2021,"Toronto (RMR), Ont.",Total,Transport durable,535,21.26
2021,"Toronto (RMR), Ont.",Total,Transport en commun,535,15.6
2021,"Toronto (RMR), Ont.",Total,Transport actif,535,5.65
2021,"Toronto (RMR), Ont.",Femmes+,Transport durable,535,27.08
2021,"Toronto (RMR), Ont.",Femmes+,Transport en commun,535,20.5
2021,"Toronto (RMR), Ont.",Femmes+,Transport actif,535,6.58
2021,"Windsor (RMR), Ont.",Hommes+,Transport durable,559,5.36
2021,"Windsor (RMR), Ont.",Hommes+,Transport en commun,559,1.98
2021,"Windsor (RMR), Ont.",Hommes+,Transport actif,559,3.38
2021,"Windsor (RMR), Ont.",Total,Transport durable,559,5.3
2021,"Windsor (RMR), Ont.",Total,Transport en commun,559,2.0
2021,"Windsor (RMR), Ont.",Total,Transport actif,559,3.3
2021,"Windsor (RMR), Ont.",Femmes+,Transport durable,559,5.23
2021,"Windsor (RMR), Ont.",Femmes+,Transport en commun,559,2.03
2021,"Windsor (RMR), Ont.",Femmes+,Transport actif,559,3.19
2021,Manitoba,Hommes+,Transport durable,46,10.13
2021,Manitoba,Hommes+,Transport en commun,46,4.35
2021,Manitoba,Hommes+,Transport actif,46,5.78
2021,Manitoba,Total,Transport durable,46,12.02
2021,Manitoba,Total,Transport en commun,46,5.67
2021,Manitoba,Total,Transport actif,46,6.35
2021,Manitoba,Femmes+,Transport durable,46,14.23
2021,Manitoba,Femmes+,Transport en commun,46,7.21
2021,Manitoba,Femmes+,Transport actif,46,7.02
2021,"Winnipeg (RMR), Man.",Hommes+,Transport durable,602,11.65
2021,"Winnipeg (RMR), Man.",Hommes+,Transport en commun,602,6.41
2021,"Winnipeg (RMR), Man.",Hommes+,Transport actif,602,5.25
2021,"Winnipeg (RMR), Man.",Total,Transport durable,602,14.11
2021,"Winnipeg (RMR), Man.",Total,Transport en commun,602,8.4
2021,"Winnipeg (RMR), Man.",Total,Transport actif,602,5.71
2021,"Winnipeg (RMR), Man.",Femmes+,Transport durable,602,16.92
2021,"Winnipeg (RMR), Man.",Femmes+,Transport en commun,602,10.69
2021,"Winnipeg (RMR), Man.",Femmes+,Transport actif,602,6.23
2021,Saskatchewan,Hommes+,Transport durable,47,6.3
2021,Saskatchewan,Hommes+,Transport en commun,47,1.33
2021,Saskatchewan,Hommes+,Transport actif,47,4.97
2021,Saskatchewan,Total,Transport durable,47,7.68
2021,Saskatchewan,Total,Transport en commun,47,1.84
2021,Saskatchewan,Total,Transport actif,47,5.84
2021,Saskatchewan,Femmes+,Transport durable,47,9.23
2021,Saskatchewan,Femmes+,Transport en commun,47,2.41
2021,Saskatchewan,Femmes+,Transport actif,47,6.82
2021,"Regina (RMR), Sask.",Hommes+,Transport durable,705,5.89
2021,"Regina (RMR), Sask.",Hommes+,Transport en commun,705,2.38
2021,"Regina (RMR), Sask.",Hommes+,Transport actif,705,3.52
2021,"Regina (RMR), Sask.",Total,Transport durable,705,7.41
2021,"Regina (RMR), Sask.",Total,Transport en commun,705,3.28
2021,"Regina (RMR), Sask.",Total,Transport actif,705,4.13
2021,"Regina (RMR), Sask.",Femmes+,Transport durable,705,9.14
2021,"Regina (RMR), Sask.",Femmes+,Transport en commun,705,4.31
2021,"Regina (RMR), Sask.",Femmes+,Transport actif,705,4.83
2021,"Saskatoon (RMR), Sask.",Hommes+,Transport durable,725,6.53
2021,"Saskatoon (RMR), Sask.",Hommes+,Transport en commun,725,1.91
2021,"Saskatoon (RMR), Sask.",Hommes+,Transport actif,725,4.62
2021,"Saskatoon (RMR), Sask.",Total,Transport durable,725,7.84
2021,"Saskatoon (RMR), Sask.",Total,Transport en commun,725,2.86
2021,"Saskatoon (RMR), Sask.",Total,Transport actif,725,4.99
2021,"Saskatoon (RMR), Sask.",Femmes+,Transport durable,725,9.33
2021,"Saskatoon (RMR), Sask.",Femmes+,Transport en commun,725,3.92
2021,"Saskatoon (RMR), Sask.",Femmes+,Transport actif,725,5.4
2021,Alberta,Hommes+,Transport durable,48,8.74
2021,Alberta,Hommes+,Transport en commun,48,4.63
2021,Alberta,Hommes+,Transport actif,48,4.11
2021,Alberta,Total,Transport durable,48,10.29
2021,Alberta,Total,Transport en commun,48,5.59
2021,Alberta,Total,Transport actif,48,4.7
2021,Alberta,Femmes+,Transport durable,48,12.15
2021,Alberta,Femmes+,Transport en commun,48,6.74
2021,Alberta,Femmes+,Transport actif,48,5.41
2021,"Calgary (RMR), Alb.",Hommes+,Transport durable,825,10.86
2021,"Calgary (RMR), Alb.",Hommes+,Transport en commun,825,6.31
2021,"Calgary (RMR), Alb.",Hommes+,Transport actif,825,4.55
2021,"Calgary (RMR), Alb.",Total,Transport durable,825,12.71
2021,"Calgary (RMR), Alb.",Total,Transport en commun,825,7.85
2021,"Calgary (RMR), Alb.",Total,Transport actif,825,4.86
2021,"Calgary (RMR), Alb.",Femmes+,Transport durable,825,14.88
2021,"Calgary (RMR), Alb.",Femmes+,Transport en commun,825,9.66
2021,"Calgary (RMR), Alb.",Femmes+,Transport actif,825,5.22
2021,"Edmonton (RMR), Alb.",Hommes+,Transport durable,835,7.86
2021,"Edmonton (RMR), Alb.",Hommes+,Transport en commun,835,4.4
2021,"Edmonton (RMR), Alb.",Hommes+,Transport actif,835,3.46
2021,"Edmonton (RMR), Alb.",Total,Transport durable,835,10.15
2021,"Edmonton (RMR), Alb.",Total,Transport en commun,835,6.14
2021,"Edmonton (RMR), Alb.",Total,Transport actif,835,4.02
2021,"Edmonton (RMR), Alb.",Femmes+,Transport durable,835,12.94
2021,"Edmonton (RMR), Alb.",Femmes+,Transport en commun,835,8.25
2021,"Edmonton (RMR), Alb.",Femmes+,Transport actif,835,4.68
2021,"Lethbridge (RMR), Alb.",Hommes+,Transport durable,810,5.54
2021,"Lethbridge (RMR), Alb.",Hommes+,Transport en commun,810,1.34
2021,"Lethbridge (RMR), Alb.",Hommes+,Transport actif,810,4.2
2021,"Lethbridge (RMR), Alb.",Total,Transport durable,810,6.3
2021,"Lethbridge (RMR), Alb.",Total,Transport en commun,810,1.9
2021,"Lethbridge (RMR), Alb.",Total,Transport actif,810,4.4
2021,"Lethbridge (RMR), Alb.",Femmes+,Transport durable,810,7.18
2021,"Lethbridge (RMR), Alb.",Femmes+,Transport en commun,810,2.55
2021,"Lethbridge (RMR), Alb.",Femmes+,Transport actif,810,4.62
2021,"Red Deer (CMA), Alta.",Hommes+,Transport durable,830,5.78
2021,"Red Deer (CMA), Alta.",Hommes+,Transport en commun,830,1.89
2021,"Red Deer (CMA), Alta.",Hommes+,Transport actif,830,3.9
2021,"Red Deer (CMA), Alta.",Total,Transport durable,830,6.45
2021,"Red Deer (CMA), Alta.",Total,Transport en commun,830,2.54
2021,"Red Deer (CMA), Alta.",Total,Transport actif,830,3.91
2021,"Red Deer (CMA), Alta.",Femmes+,Transport durable,830,7.19
2021,"Red Deer (CMA), Alta.",Femmes+,Transport en commun,830,3.26
2021,"Red Deer (CMA), Alta.",Femmes+,Transport actif,830,3.93
2021,Colombie-Britannique,Hommes+,Transport durable,59,14.72
2021,Colombie-Britannique,Hommes+,Transport en commun,59,7.26
2021,Colombie-Britannique,Hommes+,Transport actif,59,7.45
2021,Colombie-Britannique,Total,Transport durable,59,17.74
2021,Colombie-Britannique,Total,Transport en commun,59,9.29
2021,Colombie-Britannique,Total,Transport actif,59,8.45
2021,Colombie-Britannique,Femmes+,Transport durable,59,21.16
2021,Colombie-Britannique,Femmes+,Transport en commun,59,11.58
2021,Colombie-Britannique,Femmes+,Transport actif,59,9.58
2021,"Abbotsford - Mission (RMR), C.-B.",Hommes+,Transport durable,932,4.89
2021,"Abbotsford - Mission (RMR), C.-B.",Hommes+,Transport en commun,932,1.69
2021,"Abbotsford - Mission (RMR), C.-B.",Hommes+,Transport actif,932,3.21
2021,"Abbotsford - Mission (RMR), C.-B.",Total,Transport durable,932,6.2
2021,"Abbotsford - Mission (RMR), C.-B.",Total,Transport en commun,932,2.38
2021,"Abbotsford - Mission (RMR), C.-B.",Total,Transport actif,932,3.82
2021,"Abbotsford - Mission (RMR), C.-B.",Femmes+,Transport durable,932,7.77
2021,"Abbotsford - Mission (RMR), C.-B.",Femmes+,Transport en commun,932,3.23
2021,"Abbotsford - Mission (RMR), C.-B.",Femmes+,Transport actif,932,4.55
2021,"Chilliwack (CMA), B.C.",Hommes+,Transport durable,930,5.8
2021,"Chilliwack (CMA), B.C.",Hommes+,Transport en commun,930,1.08
2021,"Chilliwack (CMA), B.C.",Hommes+,Transport actif,930,4.74
2021,"Chilliwack (CMA), B.C.",Total,Transport durable,930,6.9
2021,"Chilliwack (CMA), B.C.",Total,Transport en commun,930,1.5
2021,"Chilliwack (CMA), B.C.",Total,Transport actif,930,5.4
2021,"Chilliwack (CMA), B.C.",Femmes+,Transport durable,930,8.22
2021,"Chilliwack (CMA), B.C.",Femmes+,Transport en commun,930,2.03
2021,"Chilliwack (CMA), B.C.",Femmes+,Transport actif,930,6.21
2021,"Kamloops (CMA), B.C.",Hommes+,Transport durable,925,8.44
2021,"Kamloops (CMA), B.C.",Hommes+,Transport en commun,925,3.17
2021,"Kamloops (CMA), B.C.",Hommes+,Transport actif,925,5.27
2021,"Kamloops (CMA), B.C.",Total,Transport durable,925,10.13
2021,"Kamloops (CMA), B.C.",Total,Transport en commun,925,4.01
2021,"Kamloops (CMA), B.C.",Total,Transport actif,925,6.12
2021,"Kamloops (CMA), B.C.",Femmes+,Transport durable,925,12.1
2021,"Kamloops (CMA), B.C.",Femmes+,Transport en commun,925,4.99
2021,"Kamloops (CMA), B.C.",Femmes+,Transport actif,925,7.13
2021,"Kelowna (RMR), C.-B.",Hommes+,Transport durable,915,9.0
2021,"Kelowna (RMR), C.-B.",Hommes+,Transport en commun,915,2.38
2021,"Kelowna (RMR), C.-B.",Hommes+,Transport actif,915,6.64
2021,"Kelowna (RMR), C.-B.",Total,Transport durable,915,10.6
2021,"Kelowna (RMR), C.-B.",Total,Transport en commun,915,3.19
2021,"Kelowna (RMR), C.-B.",Total,Transport actif,915,7.41
2021,"Kelowna (RMR), C.-B.",Femmes+,Transport durable,915,12.35
2021,"Kelowna (RMR), C.-B.",Femmes+,Transport en commun,915,4.09
2021,"Kelowna (RMR), C.-B.",Femmes+,Transport actif,915,8.27
2021,"Nanaimo (CMA), B.C.",Hommes+,Transport durable,938,9.37
2021,"Nanaimo (CMA), B.C.",Hommes+,Transport en commun,938,3.11
2021,"Nanaimo (CMA), B.C.",Hommes+,Transport actif,938,6.24
2021,"Nanaimo (CMA), B.C.",Total,Transport durable,938,9.9
2021,"Nanaimo (CMA), B.C.",Total,Transport en commun,938,3.58
2021,"Nanaimo (CMA), B.C.",Total,Transport actif,938,6.32
2021,"Nanaimo (CMA), B.C.",Femmes+,Transport durable,938,10.52
2021,"Nanaimo (CMA), B.C.",Femmes+,Transport en commun,938,4.08
2021,"Nanaimo (CMA), B.C.",Femmes+,Transport actif,938,6.44
2021,"Vancouver (RMR), C.-B.",Hommes+,Transport durable,933,18.68
2021,"Vancouver (RMR), C.-B.",Hommes+,Transport en commun,933,11.55
2021,"Vancouver (RMR), C.-B.",Hommes+,Transport actif,933,7.13
2021,"Vancouver (RMR), C.-B.",Total,Transport durable,933,23.17
2021,"Vancouver (RMR), C.-B.",Total,Transport en commun,933,14.93
2021,"Vancouver (RMR), C.-B.",Total,Transport actif,933,8.24
2021,"Vancouver (RMR), C.-B.",Femmes+,Transport durable,933,28.23
2021,"Vancouver (RMR), C.-B.",Femmes+,Transport en commun,933,18.73
2021,"Vancouver (RMR), C.-B.",Femmes+,Transport actif,933,9.49
2021,"Victoria (RMR), C.-B.",Hommes+,Transport durable,935,21.43
2021,"Victoria (RMR), C.-B.",Hommes+,Transport en commun,935,6.26
2021,"Victoria (RMR), C.-B.",Hommes+,Transport actif,935,15.17
2021,"Victoria (RMR), C.-B.",Total,Transport durable,935,23.04
2021,"Victoria (RMR), C.-B.",Total,Transport en commun,935,7.7
2021,"Victoria (RMR), C.-B.",Total,Transport actif,935,15.35
2021,"Victoria (RMR), C.-B.",Femmes+,Transport durable,935,24.8
2021,"Victoria (RMR), C.-B.",Femmes+,Transport en commun,935,9.26
2021,"Victoria (RMR), C.-B.",Femmes+,Transport actif,935,15.54
2021,Yukon,Hommes+,Transport durable,60,12.06
2021,Yukon,Hommes+,Transport en commun,60,2.13
2021,Yukon,Hommes+,Transport actif,60,9.93
2021,Yukon,Total,Transport durable,60,13.56
2021,Yukon,Total,Transport en commun,60,2.5
2021,Yukon,Total,Transport actif,60,11.06
2021,Yukon,Femmes+,Transport durable,60,15.02
2021,Yukon,Femmes+,Transport en commun,60,2.86
2021,Yukon,Femmes+,Transport actif,60,12.11
2021,Territoires du Nord-Ouest,Hommes+,Transport durable,61,19.39
2021,Territoires du Nord-Ouest,Hommes+,Transport en commun,61,0.83
2021,Territoires du Nord-Ouest,Hommes+,Transport actif,61,18.56
2021,Territoires du Nord-Ouest,Total,Transport durable,61,21.72
2021,Territoires du Nord-Ouest,Total,Transport en commun,61,0.78
2021,Territoires du Nord-Ouest,Total,Transport actif,61,20.94
2021,Territoires du Nord-Ouest,Femmes+,Transport durable,61,24.21
2021,Territoires du Nord-Ouest,Femmes+,Transport en commun,61,0.72
2021,Territoires du Nord-Ouest,Femmes+,Transport actif,61,23.48
2021,Nunavut,Hommes+,Transport durable,62,33.45
2021,Nunavut,Hommes+,Transport en commun,62,1.0
2021,Nunavut,Hommes+,Transport actif,62,32.54
2021,Nunavut,Total,Transport durable,62,36.98
2021,Nunavut,Total,Transport en commun,62,0.86
2021,Nunavut,Total,Transport actif,62,36.07
2021,Nunavut,Femmes+,Transport durable,62,40.38
2021,Nunavut,Femmes+,Transport en commun,62,0.81
2021,Nunavut,Femmes+,Transport actif,62,39.66
